,CensusTract,County_x,Borough,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Latitude,Longitude,County_y,State,Zipcode
3712,36047043200,Kings,Brooklyn,4790,2575,2215,13.8,47.8,0.5,0.0,34.4,2622,48574.0,4851.0,20751.0,2635.0,20.7,29.6,28.2,24.1,20.6,11.8,15.3,21.7,1.8,63.9,11.3,0.7,0.7,43.8,2294,83.8,10.5,5.3,0.5,8.2,40.608894472399996,-73.9792462312,Kings,NY,11223
3713,36047043200,Kings,Brooklyn,4790,2575,2215,13.8,47.8,0.5,0.0,34.4,2622,48574.0,4851.0,20751.0,2635.0,20.7,29.6,28.2,24.1,20.6,11.8,15.3,21.7,1.8,63.9,11.3,0.7,0.7,43.8,2294,83.8,10.5,5.3,0.5,8.2,40.6111557789,-73.9792462312,Kings,NY,11230
3717,36047043400,Kings,Brooklyn,3368,1619,1749,5.4,64.5,2.3,0.0,24.2,2089,47054.0,11313.0,24081.0,4928.0,22.2,23.4,46.2,22.5,17.1,7.6,6.6,18.2,8.7,57.1,11.1,1.6,3.3,42.1,1373,85.5,9.4,5.1,0.0,10.5,40.608894472399996,-73.976080402,Kings,NY,11223
3718,36047043400,Kings,Brooklyn,3368,1619,1749,5.4,64.5,2.3,0.0,24.2,2089,47054.0,11313.0,24081.0,4928.0,22.2,23.4,46.2,22.5,17.1,7.6,6.6,18.2,8.7,57.1,11.1,1.6,3.3,42.1,1373,85.5,9.4,5.1,0.0,10.5,40.6111557789,-73.976080402,Kings,NY,11230
3721,36047043600,Kings,Brooklyn,4823,2142,2681,6.1,62.8,0.1,0.0,30.6,2886,60227.0,12099.0,25317.0,4704.0,17.6,28.0,29.4,30.0,14.3,9.9,16.4,16.0,9.0,66.4,6.0,1.7,1.0,49.5,2443,77.6,17.8,4.3,0.3,9.7,40.6134170854,-73.9792462312,Kings,NY,11230
3725,36047043800,Kings,Brooklyn,2632,1262,1370,17.6,68.6,2.4,0.0,9.2,1569,40227.0,13323.0,20326.0,2656.0,25.8,29.2,37.3,17.2,33.2,3.5,8.8,24.3,8.3,54.7,8.5,2.9,1.3,40.9,1101,78.1,14.4,7.4,0.0,11.1,40.608894472399996,-73.9729145729,Kings,NY,11223
3739,36047044300,Kings,Brooklyn,5378,3190,2188,68.1,14.2,2.0,0.0,13.5,2294,56657.0,16104.0,22393.0,2133.0,21.4,19.6,29.1,19.1,18.3,15.2,18.3,11.0,1.1,72.6,10.5,2.3,2.6,38.5,3048,85.0,8.5,5.9,0.7,7.7,40.7038693467,-73.91592964819999,Kings,NY,11237
3828,36047047400,Kings,Brooklyn,2929,1657,1272,0.8,97.1,0.0,0.0,0.6,1467,52125.0,6109.0,25313.0,6837.0,21.3,28.8,47.1,13.6,25.2,8.0,6.2,28.8,5.0,23.0,34.3,0.5,8.3,27.0,1052,87.3,9.0,3.7,0.0,3.8,40.6292462312,-73.98241206029999,Kings,NY,11204
3827,36047047400,Kings,Brooklyn,2929,1657,1272,0.8,97.1,0.0,0.0,0.6,1467,52125.0,6109.0,25313.0,6837.0,21.3,28.8,47.1,13.6,25.2,8.0,6.2,28.8,5.0,23.0,34.3,0.5,8.3,27.0,1052,87.3,9.0,3.7,0.0,3.8,40.6269849246,-73.9792462312,Kings,NY,11230
3830,36047047600,Kings,Brooklyn,3958,2104,1854,7.7,89.2,2.0,0.6,0.5,1791,45588.0,12938.0,15390.0,3084.0,29.6,39.0,38.9,13.5,30.5,13.0,4.0,31.7,5.8,24.0,34.6,0.0,3.9,27.3,1248,87.5,7.0,5.5,0.0,9.5,40.6315075377,-73.98241206029999,Kings,NY,11204
3829,36047047600,Kings,Brooklyn,3958,2104,1854,7.7,89.2,2.0,0.6,0.5,1791,45588.0,12938.0,15390.0,3084.0,29.6,39.0,38.9,13.5,30.5,13.0,4.0,31.7,5.8,24.0,34.6,0.0,3.9,27.3,1248,87.5,7.0,5.5,0.0,9.5,40.6292462312,-73.9792462312,Kings,NY,11230
3835,36047047700,Kings,Brooklyn,3760,1767,1993,10.5,73.7,4.1,0.0,8.6,3169,86932.0,12112.0,51153.0,5040.0,11.4,12.7,66.3,8.5,17.8,3.4,4.0,13.3,1.4,64.3,5.9,4.2,10.9,34.0,2888,83.2,3.8,13.0,0.0,2.3,40.721959799000004,-73.9412562814,Kings,NY,11222
3839,36047047800,Kings,Brooklyn,4320,2417,1903,18.2,73.7,0.3,0.0,6.8,2013,31708.0,7007.0,16873.0,4524.0,35.4,50.2,29.9,10.4,35.4,15.5,8.8,13.5,5.6,47.1,25.0,7.4,1.4,32.7,1430,93.4,4.7,2.0,0.0,8.8,40.636030150799996,-73.9792462312,Kings,NY,11218
3837,36047047800,Kings,Brooklyn,4320,2417,1903,18.2,73.7,0.3,0.0,6.8,2013,31708.0,7007.0,16873.0,4524.0,35.4,50.2,29.9,10.4,35.4,15.5,8.8,13.5,5.6,47.1,25.0,7.4,1.4,32.7,1430,93.4,4.7,2.0,0.0,8.8,40.6337688442,-73.98241206029999,Kings,NY,11219
3846,36047048200,Kings,Brooklyn,5688,3006,2682,6.8,53.6,4.1,0.2,32.4,2736,31992.0,4792.0,15411.0,2204.0,34.4,53.6,27.9,21.9,23.4,15.1,11.7,26.6,2.5,48.4,14.3,3.8,4.5,41.9,2166,81.5,12.2,5.9,0.4,10.2,40.636030150799996,-73.9697487437,Kings,NY,11226
3850,36047048400,Kings,Brooklyn,6210,3033,3177,7.7,79.4,4.3,0.0,5.1,3021,40724.0,10134.0,15278.0,2441.0,34.1,48.0,39.7,19.7,27.4,5.1,8.0,30.6,4.2,43.8,16.4,2.8,2.2,34.9,2289,82.7,12.1,5.1,0.0,4.1,40.636030150799996,-73.9729145729,Kings,NY,11218
3873,36047049300,Kings,Brooklyn,7398,3311,4087,63.6,19.2,9.3,0.0,3.4,4838,30613.0,8494.0,22531.0,4881.0,29.6,35.3,40.6,22.8,20.7,3.9,12.0,9.0,1.8,69.0,8.5,6.2,5.5,35.2,3582,76.2,13.8,10.0,0.0,10.8,40.7061306533,-73.9412562814,Kings,NY,11206
3889,36047049900,Kings,Brooklyn,1728,939,789,18.7,73.4,0.3,0.0,5.7,1244,70031.0,8605.0,43567.0,6187.0,6.3,0.0,48.6,16.7,16.9,7.6,10.2,10.8,2.5,62.9,13.2,5.1,5.5,36.0,1075,84.6,4.9,10.5,0.0,10.4,40.7196984925,-73.9475879397,Kings,NY,11211
3890,36047049900,Kings,Brooklyn,1728,939,789,18.7,73.4,0.3,0.0,5.7,1244,70031.0,8605.0,43567.0,6187.0,6.3,0.0,48.6,16.7,16.9,7.6,10.2,10.8,2.5,62.9,13.2,5.1,5.5,36.0,1075,84.6,4.9,10.5,0.0,10.4,40.721959799000004,-73.9475879397,Kings,NY,11222
3912,36047050801,Kings,Brooklyn,3948,2067,1881,25.7,6.8,60.5,0.0,6.7,2059,40417.0,14637.0,17967.0,3007.0,29.9,31.9,16.2,48.5,18.2,9.2,7.8,10.0,1.2,81.4,2.6,1.5,3.3,44.4,1904,86.8,8.0,5.3,0.0,15.4,40.6518592965,-73.9602512563,Kings,NY,11226
3913,36047050803,Kings,Brooklyn,2111,983,1128,18.2,19.9,57.2,0.0,3.2,1253,38807.0,9141.0,20180.0,2828.0,15.2,23.0,40.4,32.1,16.7,4.4,6.3,11.6,0.3,76.6,1.4,3.6,6.5,39.5,1027,85.9,5.8,8.3,0.0,13.2,40.654120603,-73.9602512563,Kings,NY,11226
3916,36047050900,Kings,Brooklyn,4104,2401,1703,5.6,91.5,2.1,0.0,0.0,1422,32762.0,4191.0,10644.0,3622.0,57.0,59.9,37.2,8.3,44.1,1.0,9.4,15.7,9.9,25.2,41.4,0.7,7.1,26.3,882,92.2,5.1,2.7,0.0,3.8,40.7016080402,-73.9507537688,Kings,NY,11206
3919,36047051001,Kings,Brooklyn,4274,1817,2457,15.2,11.0,71.1,0.3,1.1,2798,44332.0,8858.0,21959.0,2524.0,7.4,7.6,31.5,30.6,24.2,5.2,8.5,6.1,2.4,77.0,6.4,2.2,5.9,45.1,2322,75.2,19.3,5.6,0.0,13.4,40.6450753769,-73.9602512563,Kings,NY,11226
3934,36047051601,Kings,Brooklyn,5186,2129,3057,14.8,5.8,72.8,0.0,6.0,2942,34241.0,5367.0,17056.0,1836.0,18.6,24.6,21.9,44.1,25.6,1.1,7.4,21.2,2.2,72.6,0.6,2.6,0.8,43.2,2391,84.9,11.0,4.1,0.0,10.1,40.6382914573,-73.9570854271,Kings,NY,11210
3935,36047051602,Kings,Brooklyn,3819,1439,2380,12.8,5.4,79.9,0.0,0.2,2088,38813.0,6117.0,16822.0,2642.0,21.2,30.8,32.1,41.3,12.9,2.8,10.9,18.1,4.4,62.5,8.4,0.0,6.5,43.7,1653,80.0,16.4,3.6,0.0,8.8,40.6405527638,-73.9570854271,Kings,NY,11226
3938,36047051700,Kings,Brooklyn,1998,1018,980,10.1,74.7,2.0,0.0,12.2,1445,100814.0,17797.0,70115.0,12038.0,9.1,0.0,73.1,6.7,15.2,2.4,2.7,5.3,2.2,76.1,10.1,2.1,4.3,29.6,1488,86.3,2.5,11.2,0.0,4.9,40.721959799000004,-73.953919598,Kings,NY,11222
3941,36047051800,Kings,Brooklyn,3481,1384,2097,22.0,26.3,38.0,0.0,10.4,2454,69856.0,11516.0,39077.0,5095.0,15.2,13.8,48.0,22.1,19.5,4.7,5.8,17.8,3.4,67.9,5.2,0.3,5.4,42.4,1791,77.0,17.2,5.8,0.0,9.4,40.6405527638,-73.9602512563,Kings,NY,11226
3946,36047052000,Kings,Brooklyn,4566,2098,2468,13.3,24.9,20.7,0.0,33.0,2679,47130.0,15368.0,24920.0,4335.0,21.5,28.7,37.0,24.5,26.8,2.8,8.9,11.9,1.6,70.2,9.0,2.6,4.6,41.9,2013,75.6,12.5,11.9,0.0,8.7,40.636030150799996,-73.9634170854,Kings,NY,11210
3952,36047052500,Kings,Brooklyn,3338,1523,1815,25.5,66.4,4.5,0.0,3.6,2130,20993.0,6964.0,16314.0,3523.0,40.4,49.7,43.5,13.8,33.1,2.5,7.1,12.8,3.0,51.0,24.5,2.4,6.2,27.5,1178,86.2,7.5,6.3,0.0,3.8,40.708391959800004,-73.9602512563,Kings,NY,11211
3955,36047052600,Kings,Brooklyn,4712,2128,2584,19.1,42.1,21.9,0.3,13.8,2774,60159.0,5716.0,27605.0,3636.0,15.1,15.3,45.5,30.2,12.0,2.4,9.9,8.8,3.4,74.8,4.4,3.8,4.8,44.2,2474,77.4,13.7,8.9,0.0,8.0,40.6382914573,-73.9665829146,Kings,NY,11226
3966,36047053000,Kings,Brooklyn,3619,1758,1861,5.8,62.5,3.6,0.0,27.5,1902,37273.0,8057.0,19752.0,3555.0,23.9,27.6,38.5,20.7,21.9,3.7,15.1,20.2,6.9,56.7,11.8,1.8,2.7,38.2,1549,84.2,11.7,4.1,0.0,10.3,40.6292462312,-73.9634170854,Kings,NY,11210
3965,36047053000,Kings,Brooklyn,3619,1758,1861,5.8,62.5,3.6,0.0,27.5,1902,37273.0,8057.0,19752.0,3555.0,23.9,27.6,38.5,20.7,21.9,3.7,15.1,20.2,6.9,56.7,11.8,1.8,2.7,38.2,1549,84.2,11.7,4.1,0.0,10.3,40.6269849246,-73.9634170854,Kings,NY,11230
3967,36047053100,Kings,Brooklyn,8924,4582,4342,3.4,95.1,0.1,0.0,0.6,3373,33945.0,7118.0,13155.0,5811.0,51.1,56.9,42.7,8.8,41.0,3.3,4.2,15.2,6.9,23.1,49.0,0.8,5.0,22.7,2215,90.6,4.0,5.0,0.5,1.6,40.6993467337,-73.9570854271,Kings,NY,11205
3968,36047053100,Kings,Brooklyn,8924,4582,4342,3.4,95.1,0.1,0.0,0.6,3373,33945.0,7118.0,13155.0,5811.0,51.1,56.9,42.7,8.8,41.0,3.3,4.2,15.2,6.9,23.1,49.0,0.8,5.0,22.7,2215,90.6,4.0,5.0,0.5,1.6,40.6993467337,-73.953919598,Kings,NY,11206
3969,36047053100,Kings,Brooklyn,8924,4582,4342,3.4,95.1,0.1,0.0,0.6,3373,33945.0,7118.0,13155.0,5811.0,51.1,56.9,42.7,8.8,41.0,3.3,4.2,15.2,6.9,23.1,49.0,0.8,5.0,22.7,2215,90.6,4.0,5.0,0.5,1.6,40.7016080402,-73.953919598,Kings,NY,11211
3970,36047053200,Kings,Brooklyn,2539,1188,1351,3.2,61.4,6.8,0.0,27.2,1660,49395.0,11935.0,30739.0,7770.0,19.6,25.0,43.6,18.4,25.4,6.8,5.9,32.6,2.2,52.6,9.2,0.0,3.4,42.5,923,79.6,15.3,5.1,0.0,12.6,40.6247236181,-73.9602512563,Kings,NY,11230
3973,36047053300,Kings,Brooklyn,6905,3547,3358,0.7,96.8,1.2,0.0,1.2,3430,20931.0,3052.0,9899.0,3718.0,61.7,71.6,34.7,9.4,45.2,0.7,10.0,9.2,8.2,15.1,56.7,0.5,10.2,21.0,1667,91.4,2.1,5.4,1.1,0.5,40.7016080402,-73.9570854271,Kings,NY,11205
3974,36047053300,Kings,Brooklyn,6905,3547,3358,0.7,96.8,1.2,0.0,1.2,3430,20931.0,3052.0,9899.0,3718.0,61.7,71.6,34.7,9.4,45.2,0.7,10.0,9.2,8.2,15.1,56.7,0.5,10.2,21.0,1667,91.4,2.1,5.4,1.1,0.5,40.7038693467,-73.9570854271,Kings,NY,11211
3978,36047053500,Kings,Brooklyn,4326,2289,2037,5.5,90.3,3.7,0.5,0.0,2061,20044.0,3375.0,7783.0,1689.0,61.9,70.5,40.9,14.7,33.6,4.9,5.9,15.2,2.8,13.7,60.1,3.1,5.1,18.6,1253,90.7,4.2,5.1,0.0,5.1,40.7038693467,-73.9602512563,Kings,NY,11205
3979,36047053500,Kings,Brooklyn,4326,2289,2037,5.5,90.3,3.7,0.5,0.0,2061,20044.0,3375.0,7783.0,1689.0,61.9,70.5,40.9,14.7,33.6,4.9,5.9,15.2,2.8,13.7,60.1,3.1,5.1,18.6,1253,90.7,4.2,5.1,0.0,5.1,40.7061306533,-73.9602512563,Kings,NY,11211
3984,36047053900,Kings,Brooklyn,2638,1313,1325,14.4,82.2,2.9,0.0,0.4,1591,19602.0,3091.0,11949.0,2251.0,53.8,65.3,22.4,23.2,49.3,2.0,3.1,21.0,5.5,30.0,35.9,0.3,7.4,25.1,781,85.9,4.7,5.9,3.5,8.7,40.7016080402,-73.9634170854,Kings,NY,11205
4017,36047054600,Kings,Brooklyn,4457,1966,2491,8.3,84.6,1.3,0.0,5.1,2595,31868.0,9091.0,26605.0,6545.0,22.5,17.1,45.4,20.2,16.7,4.0,13.8,26.1,9.5,47.5,16.0,0.0,0.9,40.5,1818,82.5,13.6,3.9,0.0,8.8,40.6134170854,-73.9507537688,Kings,NY,11229
4022,36047054800,Kings,Brooklyn,2193,1042,1151,8.1,85.5,1.3,0.0,4.3,1377,58906.0,11388.0,34281.0,8465.0,13.2,23.7,45.9,12.7,21.1,15.0,5.4,29.0,10.2,35.3,19.5,2.8,3.3,38.6,874,79.4,9.0,11.6,0.0,7.4,40.608894472399996,-73.9475879397,Kings,NY,11229
4023,36047054900,Kings,Brooklyn,3480,1780,1700,14.7,72.7,2.2,0.0,5.4,2145,68043.0,11109.0,45763.0,8901.0,25.8,42.2,57.3,18.1,22.1,1.0,1.4,8.3,4.0,51.3,17.1,6.1,13.1,31.1,2002,84.4,4.4,11.2,0.0,6.3,40.7106532663,-73.9665829146,Kings,NY,11205
4047,36047055700,Kings,Brooklyn,2384,1237,1147,21.6,65.6,1.8,0.0,8.8,1856,92222.0,23673.0,82252.0,21143.0,11.3,9.8,65.4,8.3,19.5,5.1,1.6,10.6,0.5,71.0,8.1,2.0,7.8,35.3,1658,78.8,5.1,16.1,0.0,6.6,40.7196984925,-73.9602512563,Kings,NY,11211
4052,36047055800,Kings,Brooklyn,2244,1090,1154,13.6,65.8,0.0,0.0,20.6,1557,53233.0,12682.0,25177.0,4171.0,16.1,20.6,37.4,29.0,16.8,10.7,6.1,32.7,4.1,46.8,14.2,0.0,2.1,37.6,998,93.6,5.8,0.6,0.0,10.8,40.604371859299995,-73.9570854271,Kings,NY,11223
4066,36047056300,Kings,Brooklyn,4519,2224,2295,15.1,65.1,1.7,0.0,10.6,3335,66591.0,10236.0,44787.0,11804.0,24.3,20.0,54.7,15.9,18.8,5.1,5.5,9.3,0.0,74.8,10.6,2.5,2.8,38.9,2881,85.4,7.5,7.2,0.0,6.9,40.735527638200004,-73.9602512563,Kings,NY,10016
4068,36047056300,Kings,Brooklyn,4519,2224,2295,15.1,65.1,1.7,0.0,10.6,3335,66591.0,10236.0,44787.0,11804.0,24.3,20.0,54.7,15.9,18.8,5.1,5.5,9.3,0.0,74.8,10.6,2.5,2.8,38.9,2881,85.4,7.5,7.2,0.0,6.9,40.7377889447,-73.9570854271,Kings,NY,11109
4101,36047057600,Kings,Brooklyn,3070,1521,1549,2.5,61.5,0.5,0.0,33.1,2064,68950.0,6896.0,30279.0,4400.0,15.2,18.2,41.1,15.1,28.3,5.9,9.6,24.8,4.2,57.3,8.6,2.5,2.6,46.9,1361,79.0,13.2,7.8,0.0,11.2,40.5998492462,-73.9475879397,Kings,NY,11229
4129,36047058800,Kings,Brooklyn,3505,1679,1826,9.1,68.5,1.8,0.0,19.4,2326,61964.0,13807.0,31422.0,5071.0,19.4,20.4,54.5,21.9,14.1,1.9,7.6,29.2,6.0,48.1,10.8,2.7,3.1,42.5,1617,78.3,16.3,5.4,0.0,9.6,40.5908040201,-73.9602512563,Kings,NY,11223
4164,36047059800,Kings,Brooklyn,3484,1736,1748,5.6,68.7,11.7,3.8,9.7,2169,63613.0,13339.0,25728.0,4230.0,24.3,33.4,32.7,14.5,31.1,9.1,12.6,30.2,11.8,45.0,10.9,0.5,1.7,39.3,1468,80.4,13.8,5.2,0.5,11.4,40.586281407,-73.93809045229999,Kings,NY,11235
4256,36047063600,Kings,Brooklyn,1349,719,630,17.0,79.8,0.0,0.0,2.4,1025,93214.0,15117.0,35013.0,4122.0,3.3,5.2,49.2,10.4,24.2,6.2,9.9,46.7,11.3,32.6,4.6,4.2,0.7,39.8,595,72.9,23.0,4.0,0.0,9.6,40.608894472399996,-73.9349246231,Kings,NY,11229
4268,36047064400,Kings,Brooklyn,2814,1358,1456,11.7,66.8,1.0,0.0,20.3,1754,83125.0,13049.0,29733.0,4398.0,13.0,14.6,41.1,14.6,22.2,9.1,12.9,42.1,7.0,40.1,7.9,0.3,2.6,41.1,1196,71.5,24.2,4.3,0.0,4.1,40.615678392,-73.9444221106,Kings,NY,11210
4267,36047064400,Kings,Brooklyn,2814,1358,1456,11.7,66.8,1.0,0.0,20.3,1754,83125.0,13049.0,29733.0,4398.0,13.0,14.6,41.1,14.6,22.2,9.1,12.9,42.1,7.0,40.1,7.9,0.3,2.6,41.1,1196,71.5,24.2,4.3,0.0,4.1,40.6134170854,-73.9412562814,Kings,NY,11229
4439,36047067200,Kings,Brooklyn,1699,753,946,14.2,10.5,73.6,0.0,0.0,935,63571.0,8099.0,20828.0,3370.0,18.3,21.1,39.0,23.3,20.5,12.7,4.6,33.4,10.3,53.7,1.9,0.0,0.7,47.6,747,74.4,20.7,4.8,0.0,12.3,40.6179396985,-73.92859296479999,Kings,NY,11229
4442,36047067400,Kings,Brooklyn,1938,894,1044,9.6,16.0,66.3,0.0,5.5,1322,81964.0,17419.0,30682.0,4836.0,3.9,6.5,39.5,22.7,25.9,5.5,6.4,38.2,3.7,50.5,4.5,0.5,2.6,46.6,1028,69.2,24.7,6.1,0.0,6.6,40.615678392,-73.92859296479999,Kings,NY,11229
4455,36047068600,Kings,Brooklyn,1660,710,950,9.0,44.6,32.3,0.0,9.9,1301,51800.0,9134.0,27454.0,3363.0,8.2,2.2,33.1,17.0,36.2,7.8,5.9,40.6,9.4,42.3,4.6,0.7,2.5,46.2,759,61.3,35.0,3.7,0.0,12.5,40.6134170854,-73.91909547739999,Kings,NY,11229
4456,36047068600,Kings,Brooklyn,1660,710,950,9.0,44.6,32.3,0.0,9.9,1301,51800.0,9134.0,27454.0,3363.0,8.2,2.2,33.1,17.0,36.2,7.8,5.9,40.6,9.4,42.3,4.6,0.7,2.5,46.2,759,61.3,35.0,3.7,0.0,12.5,40.615678392,-73.91592964819999,Kings,NY,11234
4457,36047068800,Kings,Brooklyn,1863,989,874,6.7,36.3,56.8,0.0,0.0,1293,81750.0,15710.0,27882.0,3823.0,2.2,0.0,36.4,23.9,21.2,4.8,13.6,42.2,16.4,38.1,2.0,1.3,0.0,50.2,848,73.2,26.8,0.0,0.0,10.7,40.615678392,-73.91909547739999,Kings,NY,11229
4458,36047068800,Kings,Brooklyn,1863,989,874,6.7,36.3,56.8,0.0,0.0,1293,81750.0,15710.0,27882.0,3823.0,2.2,0.0,36.4,23.9,21.2,4.8,13.6,42.2,16.4,38.1,2.0,1.3,0.0,50.2,848,73.2,26.8,0.0,0.0,10.7,40.6179396985,-73.91909547739999,Kings,NY,11234
4460,36047069000,Kings,Brooklyn,1801,792,1009,7.0,13.2,65.6,0.0,4.3,1306,78663.0,7299.0,40692.0,9964.0,7.9,14.8,40.5,22.5,22.9,6.9,7.1,35.4,12.8,38.3,7.3,1.6,4.7,43.2,955,64.8,31.5,3.7,0.0,9.2,40.620201005,-73.92226130649999,Kings,NY,11210
4459,36047069000,Kings,Brooklyn,1801,792,1009,7.0,13.2,65.6,0.0,4.3,1306,78663.0,7299.0,40692.0,9964.0,7.9,14.8,40.5,22.5,22.9,6.9,7.1,35.4,12.8,38.3,7.3,1.6,4.7,43.2,955,64.8,31.5,3.7,0.0,9.2,40.6179396985,-73.92226130649999,Kings,NY,11229
4461,36047069000,Kings,Brooklyn,1801,792,1009,7.0,13.2,65.6,0.0,4.3,1306,78663.0,7299.0,40692.0,9964.0,7.9,14.8,40.5,22.5,22.9,6.9,7.1,35.4,12.8,38.3,7.3,1.6,4.7,43.2,955,64.8,31.5,3.7,0.0,9.2,40.620201005,-73.91909547739999,Kings,NY,11234
4462,36047069200,Kings,Brooklyn,2842,1289,1553,6.4,10.6,77.4,0.0,3.6,1815,84674.0,19187.0,27275.0,2685.0,5.3,4.3,42.9,23.0,15.7,3.3,15.0,47.4,4.3,44.5,3.0,0.5,0.4,44.3,1416,70.1,27.9,2.0,0.0,9.5,40.622462311599996,-73.92226130649999,Kings,NY,11210
4501,36047070201,Kings,Brooklyn,6015,2930,3085,8.6,86.6,1.8,0.0,3.0,4410,59655.0,19619.0,40553.0,9560.0,6.8,6.5,39.5,12.4,39.3,4.5,4.3,60.1,11.8,21.9,2.2,1.4,2.6,38.0,2634,79.5,12.2,7.7,0.6,10.1,40.6066331658,-73.91592964819999,Kings,NY,11229
5038,36047075800,Kings,Brooklyn,1841,972,869,9.1,84.7,0.0,0.0,4.0,1290,84044.0,17306.0,43442.0,7551.0,7.0,3.8,47.0,23.7,20.4,3.5,5.5,39.2,6.3,46.0,4.8,0.9,2.8,38.0,805,75.8,7.2,17.0,0.0,10.7,40.6179396985,-73.953919598,Kings,NY,11230
5045,36047076400,Kings,Brooklyn,4070,1963,2107,9.4,29.2,54.5,0.0,3.3,2629,47364.0,7657.0,22383.0,2854.0,17.6,15.3,35.4,22.2,24.9,5.1,12.5,13.9,6.7,65.9,6.2,1.6,5.7,44.2,1884,79.6,14.3,6.2,0.0,11.0,40.6292462312,-73.9570854271,Kings,NY,11210
5064,36047077400,Kings,Brooklyn,3333,1564,1769,4.5,16.7,59.7,0.0,18.1,1781,49125.0,13925.0,21016.0,4190.0,24.5,35.1,42.9,26.4,19.2,2.0,9.5,26.0,1.8,64.8,7.0,0.0,0.4,41.9,1464,69.5,17.6,12.9,0.0,4.0,40.6292462312,-73.9475879397,Kings,NY,11210
5091,36047079601,Kings,Brooklyn,4728,2285,2443,9.5,19.9,66.1,0.0,0.8,2997,46450.0,13001.0,27177.0,2682.0,11.8,7.5,43.1,34.0,13.4,6.0,3.4,12.3,2.2,77.2,4.9,2.2,1.2,40.9,2471,79.3,15.3,5.4,0.0,10.5,40.6563819095,-73.9570854271,Kings,NY,11225
5098,36047079802,Kings,Brooklyn,5956,2600,3356,9.0,15.1,67.4,0.0,5.2,3654,53221.0,9849.0,23494.0,3292.0,17.4,13.3,38.4,33.9,16.1,5.8,5.7,10.9,3.0,78.2,2.5,1.3,4.2,40.4,2960,88.0,8.0,4.0,0.0,15.7,40.6563819095,-73.9602512563,Kings,NY,11225
5107,36047080600,Kings,Brooklyn,4241,1814,2427,3.0,45.1,49.9,0.0,1.9,1948,39194.0,13770.0,16455.0,2797.0,28.8,34.1,39.8,24.0,25.6,4.7,6.0,13.2,4.0,58.7,18.1,3.6,2.4,37.9,1610,84.3,11.4,4.2,0.0,9.8,40.6609045226,-73.9475879397,Kings,NY,11225
5114,36047080800,Kings,Brooklyn,1256,683,573,13.8,6.7,64.9,0.0,13.2,894,9829.0,2214.0,6164.0,1314.0,71.4,0.0,10.5,56.1,17.5,0.0,15.8,7.8,0.0,92.2,0.0,0.0,0.0,40.4,57,86.0,7.0,7.0,0.0,62.7,40.6586432161,-73.9412562814,Kings,NY,11213
5110,36047080800,Kings,Brooklyn,1256,683,573,13.8,6.7,64.9,0.0,13.2,894,9829.0,2214.0,6164.0,1314.0,71.4,0.0,10.5,56.1,17.5,0.0,15.8,7.8,0.0,92.2,0.0,0.0,0.0,40.4,57,86.0,7.0,7.0,0.0,62.7,40.6563819095,-73.9444221106,Kings,NY,11225
5115,36047081000,Kings,Brooklyn,2194,1106,1088,4.6,12.6,76.4,0.0,3.7,1459,40698.0,7494.0,22889.0,4091.0,24.6,31.0,37.8,24.5,30.5,3.0,4.2,13.9,2.1,72.6,3.9,0.6,6.9,44.0,984,75.6,21.4,2.9,0.0,11.4,40.6586432161,-73.9444221106,Kings,NY,11213
5134,36047082800,Kings,Brooklyn,3627,1627,2000,12.5,2.6,81.3,0.0,3.6,2082,47269.0,5258.0,19842.0,2307.0,16.0,25.3,21.8,46.3,15.1,8.6,8.2,11.5,1.8,83.1,1.9,0.0,1.8,47.1,1595,73.6,20.7,5.7,0.0,6.8,40.6428140704,-73.9507537688,Kings,NY,11226
5137,36047083000,Kings,Brooklyn,6023,2502,3521,4.2,0.4,89.1,0.0,2.6,3032,45598.0,6957.0,20207.0,2063.0,11.0,7.9,21.4,48.1,18.7,6.5,5.4,14.8,2.9,78.3,2.3,0.6,1.1,40.1,3214,85.2,13.6,1.2,0.0,4.4,40.6428140704,-73.9444221106,Kings,NY,11203
5135,36047083000,Kings,Brooklyn,6023,2502,3521,4.2,0.4,89.1,0.0,2.6,3032,45598.0,6957.0,20207.0,2063.0,11.0,7.9,21.4,48.1,18.7,6.5,5.4,14.8,2.9,78.3,2.3,0.6,1.1,40.1,3214,85.2,13.6,1.2,0.0,4.4,40.6405527638,-73.9444221106,Kings,NY,11210
5136,36047083000,Kings,Brooklyn,6023,2502,3521,4.2,0.4,89.1,0.0,2.6,3032,45598.0,6957.0,20207.0,2063.0,11.0,7.9,21.4,48.1,18.7,6.5,5.4,14.8,2.9,78.3,2.3,0.6,1.1,40.1,3214,85.2,13.6,1.2,0.0,4.4,40.6428140704,-73.9475879397,Kings,NY,11226
5139,36047083200,Kings,Brooklyn,2341,980,1361,2.4,2.8,89.5,0.0,3.0,1509,62083.0,9212.0,23272.0,2914.0,3.9,4.1,26.0,32.1,25.4,7.5,9.0,33.5,6.8,58.6,0.0,0.0,1.1,44.6,1009,75.1,19.1,5.7,0.0,9.7,40.6428140704,-73.9412562814,Kings,NY,11203
