,address,city,state,zip,country,lat,lng,Is_Walmart,Is_Walgreens,Is_Target,Is_CVS,Is_Rite,Is_SuperStopnShop
4065,989 Atlantic Ave,Baldwin,NY,11510,US,40.640065,-73.60445899999999,0,1,0,1,0,0
4066,80 Virginia Rd,White Plains,NY,10603,US,41.063757,-73.776033,0,0,0,1,0,1
4086,275 Main St,White Plains,NY,10601,US,41.033411,-73.764794,1,0,1,1,0,1
4089,7281 Oswego Rd,Liverpool,NY,13090,US,43.122765,-76.21639499999999,1,0,1,0,1,0
4111,349 Noxon Rd,Poughkeepsie,NY,12603,US,41.659558000000004,-73.848115,0,1,0,1,1,1
4112,9507 57th Ave,Elmhurst,NY,11373,US,40.736748,-73.865718,0,1,1,0,0,1
4125,1264 Main St,Buffalo,NY,14209,US,42.907823,-78.867251,0,0,0,0,1,0
4128,3500 48th St.,Long Island City,NY,11101,US,40.752368,-73.915205,0,0,0,0,0,0
4139,120 Old Country Rd,Mineola,NY,11501,US,40.739931,-73.635262,0,1,0,1,1,0
4141,2915 Amsterdam Rd,Glenville,NY,12302,US,42.854206,-74.009499,1,0,0,1,0,0
4143,1243 Montauk Hwy,Oakdale,NY,11769,US,40.741948,-73.130408,0,0,0,0,1,0
4144,360 W. 31st St,New York,NY,10001,US,40.751374,-73.997535,0,0,0,1,1,0
4153,216 Reynolds Rd,Johnson City,NY,13790,US,42.125465999999996,-75.971621,0,1,0,1,0,0
4155,Grand Central Pkwy,Flushing,NY,11371,US,40.767526000000004,-73.864982,0,0,0,0,0,0
4164,726 Old Bethpage Rd,Old Bethpage,NY,11804,US,40.764714,-73.453192,0,0,0,0,0,0
4165,55 West 55th St,New York,NY,10019,US,40.76255,-73.976814,0,1,0,1,1,0
4166,253 Post Avenue,Westbury,NY,11590,US,40.758103999999996,-73.588009,1,1,1,1,1,0
4168,2244 Downer St,Baldwinsville,NY,13027,US,43.15115,-76.35134599999999,0,1,0,0,1,0
4169,361 First Avenue,New York,NY,10010,US,40.735704999999996,-73.97949100000001,0,1,0,1,0,0
4171,130 Dyckman St,New York,NY,10040,US,40.86244,-73.925473,0,0,0,1,0,0
4172,8083 Brewerton Rd,Cicero,NY,13039,US,43.162898999999996,-76.120225,1,1,1,0,1,0
4176,1573 Western Ave,Guilderland,NY,12203,US,42.684531,-73.847918,0,0,0,1,1,0
4177,1760 Monroe Ave,Rochester,NY,14618,US,43.128907,-77.56716,0,0,0,1,1,0
4178,Grand Central Pkwy,Flushing,NY,11371,US,40.774388,-73.873159,0,0,0,0,0,0
4179,927 Tompkins St,Cortland,NY,13045,US,42.577202,-76.21492099999999,1,1,0,1,1,0
4181,6502 14th Ave,Brooklyn,NY,11219,US,40.624595,-73.999746,0,0,0,1,1,0
4186,100 North Broadway,Hicksville,NY,11801,US,40.771042,-73.526995,0,1,1,1,0,1
4194,1700 Church Ave,Brooklyn,NY,11226,US,40.649034,-73.963827,0,1,0,1,1,0
4195,1776 Forest Ave,Staten Island,NY,10303,US,40.624771,-74.148154,0,1,0,1,0,0
4203,194 Church Ave,Ballston Spa,NY,12020,US,42.993542,-73.85065300000001,0,0,0,1,0,0
4215,3112 Highway 9w,Saugerties,NY,12477,US,42.054522999999996,-73.95597,0,0,0,1,1,0
4222,121 Riverside Dr,Fultonville,NY,12072,US,42.948766,-74.35819599999999,0,0,0,0,0,0
4227,1900 Military Rd,Niagara Falls,NY,14304,US,43.097586,-78.975554,1,0,1,0,1,0
4228,420 Newbridge Rd,Hicksville,NY,11801,US,40.746825,-73.533679,0,1,1,1,0,1
4230,36 Glenhead Rd,Glen Head,NY,11545,US,40.835378999999996,-73.6224,0,0,0,0,0,0
4235,440 William Floyd Pkwy,Shirley,NY,11967,US,40.783352,-72.864696,0,0,0,1,1,0
4245,98 Roa Hook Rd,Cortlandt Manor,NY,10567,US,41.298589,-73.936436,0,0,0,0,1,0
4256,1720 Eastchester Rd,Bronx,NY,10461,US,40.846895,-73.84421999999999,0,1,0,1,1,0
4258,327 E. Fordham Rd,Bronx,NY,10458,US,40.862097,-73.89358100000001,0,1,0,0,1,0
4259,1300 Genesee St,Utica,NY,13502,US,43.095879,-75.242701,1,1,0,0,1,0
4265,1573 Lakeland Ave,Bohemia,NY,11716,US,40.780291,-73.110411,0,0,0,1,0,0
4270,334 Nassau Blvd,Garden City,NY,11530,US,40.715769,-73.661022,0,1,0,1,0,0
4289,1285 Ulster Ave,Kingston,NY,12401,US,41.969263,-73.989308,1,1,1,1,1,0
4290,159 E.116th St,New York,NY,10029,US,40.798495,-73.941011,0,0,0,1,1,0
4305,7121 18th Ave,Brooklyn,NY,11204,US,40.615646000000005,-73.993643,0,1,0,1,1,0
4306,352 Graham Ave,Brooklyn,NY,11211,US,40.714753,-73.944304,0,1,0,0,0,0
4308,162-25 Liberty Ave,Jamaica,NY,11434,US,40.702420000000004,-73.791511,0,1,0,1,1,0
4310,388 W. John St.,Hicksville,NY,11801,US,40.766507,-73.54126600000001,0,1,1,1,0,1
4312,122 S. Robinson Ave,Newburgh,NY,12550,US,41.495486,-74.022123,1,1,1,0,1,1
4314,1445 Richmond Ave,Staten Island,NY,10314,US,40.611855,-74.157499,0,1,0,1,1,0
4316,213 W Route 59,Nanuet,NY,10954,US,41.099513,-74.020713,0,0,0,0,0,1
4321,77 A Richmond Hill Rd,Staten Island,NY,10314,US,40.587896,-74.16557399999999,0,1,0,1,1,0
4324,2200 White Plains Rd,Bronx,NY,10467,US,40.857939,-73.867476,0,1,0,1,1,0
4325,880 Garrison Ave,Bronx,NY,10474,US,40.816534000000004,-73.892205,0,0,0,0,0,0
4326,318 19th St,Watervliet,NY,12189,US,42.730445,-73.703397,0,0,0,0,1,0
4327,45 Kellogg Rd,New Hartford,NY,13413,US,43.054952,-75.27709,1,1,1,0,1,0
4331,31 Schuyler St,Utica,NY,13502,US,43.107147999999995,-75.244478,1,1,0,0,1,0
4339,1392 Lexington Avenue,New York,NY,10128,US,40.783091,-73.953036,0,0,0,1,1,0
4344,643 Manhattan Ave,Brooklyn,NY,11222,US,40.72412,-73.951171,0,0,0,0,1,0
4346,1155 Erie Blvd W.,Rome,NY,13440,US,43.224678999999995,-75.486007,1,1,0,0,1,0
4350,25 Lower Hudson Rd,Green Island,NY,12183,US,42.734313,-73.696461,0,0,0,0,0,0
4352,153 E. 53rd St,New York,NY,10022,US,40.758315,-73.970706,0,1,0,1,0,0
4365,2344 Flatbush Ave,Brooklyn,NY,11234,US,40.612868,-73.926354,0,1,0,1,1,0
4374,218 E. 14th St,New York,NY,10003,US,40.732813,-73.986386,0,1,0,1,1,0
4380,230 Main St,East Aurora,NY,14052,US,42.768066999999995,-78.626168,0,0,0,1,1,0
4387,202 Glen Clove Rd,Carle Place,NY,11514,US,40.747729,-73.61802,0,0,0,0,0,1
4388,100 1st Ave,New York,NY,10009,US,40.726422,-73.985972,0,1,0,0,1,0
4390,5477-5515 Merrick Road,Massapequa,NY,11758,US,40.669369,-73.431986,1,1,0,1,0,0
4391,310 A Oakwood Avenue,Troy,NY,12182,US,42.783651,-73.655146,0,0,0,1,1,0
4392,4942 Broadway,New York,NY,10034,US,40.867661,-73.920831,0,0,0,0,1,0
4394,12165 State Route 9w,West Coxsackie,NY,12192,US,42.374905,-73.831314,0,0,0,0,0,0
4405,383 Court St,Brooklyn,NY,11231,US,40.680448999999996,-73.99667,0,0,0,1,1,0
4408,2258 1st Ave,New York,NY,10035,US,40.796023999999996,-73.935233,0,0,0,0,1,0
4419,9430 Main St,Clarence,NY,14031,US,42.972017,-78.639143,0,1,0,0,1,0
4428,567 3rd Ave,New York,NY,10016,US,40.747853000000006,-73.976373,0,1,0,1,1,0
4429,1075 Portion Rd,Farmingville,NY,11738,US,40.835562,-73.063773,0,0,0,1,1,1
4430,4202 Recreation Dr,Canandaigua,NY,14424,US,42.877862,-77.241061,1,1,0,0,1,0
4431,240 W. 40th St,New York,NY,10018,US,40.755293,-73.98925,0,0,0,0,0,0
4434,55 Cross Point Pkwy,Amherst,NY,14068,US,43.036087,-78.750268,0,0,0,0,1,0
4438,3640 Main St,Amherst,NY,14226,US,42.959542,-78.81437700000001,0,1,0,1,1,0
4441,2877 State Route 69,Parish,NY,13131,US,43.404578,-76.119381,0,0,0,0,0,0
4453,2165 Middle Country Rd,Centereach,NY,11720,US,40.858647999999995,-73.088122,1,1,1,1,0,1
4464,2155 Eggert Rd,Amherst,NY,14226,US,42.97977,-78.822327,0,1,0,1,1,0
4467,3501 Union Rd,Cheektowaga,NY,14225,US,42.909304,-78.753848,1,0,1,0,1,0
4469,2926 Avenue I,Brooklyn,NY,11210,US,40.629003000000004,-73.947417,0,0,1,0,1,0
4472,1090 Long Pond Road,Rochester,NY,14626,US,43.223855,-77.696568,1,0,1,0,1,0
4480,16804 Jamaica Ave,Jamaica,NY,11432,US,40.706215,-73.79213100000001,0,1,0,1,1,0
4484,81 East Main Street (Route 52),Walden,NY,12586,US,41.561896999999995,-74.181744,0,0,0,0,0,0
4488,36 North St,Dryden,NY,13053,US,42.493576000000004,-76.297955,0,0,0,0,1,0
4490,3742 State Route 11,McGraw,NY,13101,US,42.588134000000004,-76.13038900000001,0,0,0,0,0,0
4491,508 259th St,Bronx,NY,10471,US,40.90684,-73.904605,0,0,0,0,0,0
4493,2944 Hempstead Tpke,Levittown,NY,11756,US,40.723925,-73.526912,0,0,1,1,1,0
4496,205 S. Meadow St,Ithaca,NY,14850,US,42.438241,-76.508388,1,0,1,1,1,0
4497,10730 Memorial Dr,Fort Drum,NY,13602,US,44.04753,-75.810473,0,0,0,0,0,0
4507,3521 Country Club Rd,Endwell,NY,13760,US,42.116416,-76.019191,0,0,0,1,1,0
4511,165 Main St,Sayville,NY,11782,US,40.734798,-73.085063,0,1,0,1,1,0
4515,2275-2375 Richmond Avenue,Staten Island,NY,10314,US,40.590941,-74.16465,0,1,0,1,1,0
4517,602 Plank Rd,Clifton Park,NY,12065,US,42.862741,-73.778733,1,1,1,1,1,0
4521,2424 Broadway,New York,NY,10024,US,40.790333000000004,-73.974638,0,0,0,1,0,0
4524,4891 Transit Rd,Depew,NY,14043,US,42.876732000000004,-78.696663,0,1,1,1,1,0
4532,4560 Express Dr S,Ronkonkoma,NY,11779,US,40.811485,-73.124914,0,0,0,1,1,1
4534,505 Campbell Ave,Troy,NY,12180,US,42.707466,-73.678111,1,1,0,1,1,0
4559,6 East 46th St,New York,NY,10017,US,40.755499,-73.978356,0,0,0,1,1,0
4577,650 Moseley Rd,Fairport,NY,14450,US,43.0689,-77.441709,0,1,1,0,1,0
4587,198 Second Ave,Gloversville,NY,12078,US,43.056373,-74.324286,1,1,0,1,1,0
4591,1350 Route 110,Farmingdale,NY,11735,US,40.738395000000004,-73.423523,1,1,1,1,0,0
4596,8010 State Rd 31,Bridgeport,NY,13030,US,43.154165,-75.973895,0,0,0,0,0,0
4606,1358 Pennsylvania Ave,Brooklyn,NY,11239,US,40.647038,-73.882862,0,0,1,1,0,0
4608,159-02 Jamaica Ave,Jamaica,NY,11425,US,40.703,-73.799814,0,0,0,0,0,0
4611,21522 73rd Ave,Bayside,NY,11364,US,40.740645,-73.758423,0,0,0,1,1,0
4612,1167 Webster Ave,Bronx,NY,10456,US,40.830909999999996,-73.910552,0,0,0,0,0,0
4613,1145 Union Rd,West Seneca,NY,14224,US,42.830882,-78.753454,0,1,0,0,1,0
4615,22 W. Ramapo Rd,Garnerville,NY,10923,US,41.200336,-74.00818100000001,0,0,0,1,1,0
4616,5300 W. Genesee St,Camillus,NY,13031,US,43.04164,-76.269813,1,1,0,0,1,0
4619,2593 Route 52,Hopewell Junction,NY,12533,US,41.555078,-73.78460600000001,0,0,0,1,1,0
4620,245 Saratoga Rd,Glenville,NY,12302,US,42.868832,-73.932896,1,0,0,1,0,0
4630,4925 Van Dam St,Long Island City,NY,11101,US,40.73868,-73.93445,0,0,0,0,0,0
4631,890 New Loudon Rd,Latham,NY,12110,US,42.756331,-73.758533,1,1,1,1,1,0
4635,711 Route 211 East,Wallkill,NY,10940,US,41.466203,-74.359133,1,0,0,1,1,0
4640,662 Dogwood Ave,Franklin Square,NY,11010,US,40.689577,-73.66792,0,1,0,1,1,0
4641,474 Aviation Rd,Queensbury,NY,12804,US,43.329044,-73.687099,1,0,1,1,1,0
4642,727 Maple Rd,Amherst,NY,14221,US,42.99069,-78.760343,1,1,1,0,1,0
4645,900 Rte 376,East Fishkill,NY,12533,US,41.60731,-73.82863,0,0,0,1,1,0
4655,2795 Richmond Ave,Staten Island,NY,10314,US,40.57615,-74.1645,0,1,0,1,1,0
4662,1090 Route 52,Carmel,NY,10512,US,41.492915,-73.679335,0,0,0,0,1,0
4666,1841 Empire Blvd,Webster,NY,14580,US,43.18779,-77.506012,1,1,1,1,1,0
4667,1532 Crescent Rd,Clifton Park,NY,12065,US,42.818554,-73.771801,1,1,1,1,1,0
4677,3242 W. State St,Allegheny,NY,14706,US,42.080193,-78.477419,0,0,0,0,0,0
4678,11420 Sutphin Blvd,Jamaica,NY,11434,US,40.685681,-73.793605,0,1,0,1,1,0
4681,55 Route 6,Baldwin Place,NY,10505,US,41.342155,-73.76339,0,0,0,0,0,1
4684,152 W. 31st St,New York,NY,10001,US,40.748777000000004,-73.991592,0,0,0,1,1,0
4685,393 Little East Neck Rd,West Babylon,NY,11704,US,40.703184,-73.3431,0,0,0,1,1,1
4688,5090 Genesee St,Cheektowaga,NY,14225,US,42.937983,-78.698093,1,0,1,0,1,0
4692,355 3rd Ave,New York,NY,10010,US,40.740548,-73.981651,0,1,0,1,0,0
4693,1355 Niagara Falls Blvd,Amherst,NY,14226,US,42.9913,-78.82115,0,1,0,1,1,0
4701,995 Manor Rd,Staten Island,NY,10314,US,40.602086,-74.120459,0,1,0,1,1,0
4702,2704 Hylan Blvd,Staten Island,NY,10306,US,40.565690000000004,-74.11274,0,0,0,1,1,1
4710,3821 Lockport Rd,Sanborn,NY,14132,US,43.128229,-78.837744,0,0,0,1,0,0
4711,2044 Latta Rd,Rochester,NY,14612,US,43.253298,-77.66608199999999,0,0,0,1,0,0
4713,81 Oriskany Blvd,Whitesboro,NY,13492,US,43.118049,-75.29264599999999,0,0,0,0,1,0
4720,6250 Furnace Rd,Ontario,NY,14519,US,43.226727000000004,-77.281649,0,0,0,0,1,0
4721,1412 State Route 9,Lake George,NY,12845,US,43.363601,-73.699854,0,0,0,0,1,0
4723,Mt Belvedere Ave,Fort Drum,NY,13602,US,44.045879,-75.800702,0,0,0,0,0,0
4727,7602 13th Ave,Brooklyn,NY,11228,US,40.6197,-74.008246,0,1,0,0,1,0
4732,201 Vestal Pkwy West,Vestal,NY,13850,US,42.087521,-76.049524,1,0,1,1,1,0
4734,4155 State Route 31,Clay,NY,13041,US,43.188581,-76.224661,0,0,0,0,0,0
4736,455 Park Ave S,New York,NY,10016,US,40.744972,-73.98265400000001,0,1,0,1,1,0
4743,3045 Broadway,Schenectady,NY,12306,US,42.790098,-73.978822,0,0,0,1,1,0
4744,2340 Delaware Ave,Buffalo,NY,14216,US,42.947447,-78.869421,0,1,1,1,0,0
4751,3600 US Highway 9W,Highland,NY,12528,US,41.711778,-73.964088,0,0,0,0,0,0
4758,731 Mamaroneck Ave,Mamaroneck,NY,10543,US,40.956271,-73.738289,0,0,0,1,0,0
4762,7555 Route 32,Cairo,NY,12413,US,42.292759999999994,-73.98889,0,0,0,1,0,0
4766,2954 US Route 9,Ballston Spa,NY,12020,US,43.026859,-73.792798,0,0,0,1,0,0
4772,1482 Buffalo Rd,Westgate,NY,14624,US,43.149962,-77.690437,1,1,1,1,1,0
4784,285 Wading River Rd,Manorville,NY,11949,US,40.826609999999995,-72.809,0,0,0,0,0,0
4793,430 North Country Rd,Saint James,NY,11780,US,40.876646,-73.170383,0,0,0,0,0,0
4798,40 First St,Ilion,NY,13357,US,43.014888,-75.036749,0,0,0,0,1,0
4814,68 US Highway 9 West,Glenmont,NY,12077,US,42.621003,-73.77681700000001,1,0,0,1,0,0
4817,1000 Carmans Rd,Massapequa,NY,11758,US,40.701378000000005,-73.43255699999999,1,1,0,1,0,0
4835,451 Geyser Rd,Ballston Spa,NY,12020,US,43.045471,-73.85007399999999,0,0,0,1,0,0
4845,100-05 Queens Blvd,Forest Hills,NY,11375,US,40.727137,-73.853353,0,1,0,1,1,0
4847,7155 State Route 9,Plattsburgh,NY,12901,US,44.727633000000004,-73.435388,1,1,1,0,1,0
4849,2973 E. Tremont Ave,Bronx,NY,10461,US,40.840881,-73.839386,0,1,0,1,1,0
4850,360 Route 17M,Monroe,NY,10950,US,41.315009,-74.16614799999999,1,0,1,1,1,1
4864,840 Carman Ave,Westbury,NY,11590,US,40.747764000000004,-73.552152,1,1,1,1,1,0
4870,1311 Fairport Rd,Fairport,NY,14450,US,43.101323,-77.461862,0,1,1,0,1,0
4871,289 Hamilton Ave,Brooklyn,NY,11231,US,40.676072,-74.000637,0,0,0,1,1,0
4874,1151 State Rte 55,Lagrangeville,NY,12540,US,41.67159,-73.797124,0,0,0,0,0,0
4875,482 Tarrytown Rd,White Plains,NY,10607,US,41.043442999999996,-73.8006,0,0,0,1,0,0
4876,274 E. 149th St,Bronx,NY,10451,US,40.817397,-73.9227,0,0,1,1,0,0
4881,9520 Carousel Ctr. Dr,Syracuse,NY,13290,US,43.070972,-76.172536,0,0,0,0,0,0
4882,381 Canal St,New York,NY,10013,US,40.721498,-74.00466999999999,0,0,0,0,1,0
4885,501 Commack Rd,Deer Park,NY,11729,US,40.766355,-73.31055,0,1,0,1,0,1
4888,8118 Roosevelt Ave,Jackson Heights,NY,11372,US,40.747524,-73.88415,0,1,0,1,1,0
4892,1903 Kings Hwy,Brooklyn,NY,11229,US,40.610462,-73.954441,0,1,0,1,1,0
4893,1750 Fifth Ave,Bayshore,NY,11706,US,40.768069,-73.261616,0,0,1,1,1,0
4897,26 W. Orangeburg Rd,Orangeburg,NY,10962,US,41.045442,-73.95548199999999,0,0,0,1,0,0
4898,933 W. Ridge Rd,Rochester,NY,14615,US,43.20281,-77.65142,0,0,0,1,1,0
4904,243 3rd Ave,New York,NY,10003,US,40.736812,-73.984372,0,1,0,1,1,0
4906,3624 State Route 9,Lake George,NY,12845,US,43.487778000000006,-73.75790699999999,0,0,0,0,1,0
4908,80 N State Rd,Briarcliff Manor,NY,10510,US,41.151736,-73.830087,0,0,0,0,0,0
4909,2264 Frederick Douglas Blvd,New York,NY,10027,US,40.807811,-73.95264,0,0,0,1,1,0
4910,715 Upper Court St,Binghamton,NY,13904,US,42.102261999999996,-75.84480500000001,0,0,0,1,0,0
4917,598 Main St,Buffalo,NY,14202,US,42.890209000000006,-78.873211,0,1,0,1,1,0
4919,506 Union Blvd,West Islip,NY,11795,US,40.709072,-73.29786,0,0,0,1,1,0
4920,638 Lexington Ave,New York,NY,10022,US,40.759178000000006,-73.970529,0,1,0,1,0,0
4929,8704 Fourth Ave,Brooklyn,NY,11209,US,40.621854,-74.02887199999999,0,1,0,0,1,0
4931,210 W. 50th St,New York,NY,10019,US,40.761426,-73.984225,0,1,0,1,1,0
4932,1243 Surf Ave,Brooklyn,NY,11224,US,40.575855,-73.981052,0,1,0,1,1,0
4933,243 9th Ave,New York,NY,10001,US,40.74773,-74.00045899999999,0,0,0,1,1,0
4936,545 Uniondale Ave,Uniondale,NY,11553,US,40.701623,-73.59291,1,0,0,0,0,0
4940,3152 Chili Ave,Rochester,NY,14624,US,43.108458,-77.744625,1,1,1,1,1,0
4946,195 Pine Aire Dr,Bayshore,NY,11706,US,40.772531,-73.278554,0,0,1,1,1,0
4963,2568 Broadway,New York,NY,10025,US,40.794971999999994,-73.97130200000001,0,1,0,1,1,0
4964,265 W 37th St,New York,NY,10018,US,40.754138,-73.99184,0,0,0,0,0,0
4965,370 Lexington Ave,New York,NY,10017,US,40.750636,-73.976837,0,0,0,1,1,0
4975,3929 Vineyard Dr,Dunkirk,NY,14048,US,42.459237,-79.316037,0,1,0,1,1,0
4984,427 E Boston Post Rd,Mamaroneck,NY,10543,US,40.950249,-73.729823,0,0,0,1,0,0
4990,10 Depot Pl,Scarsdale,NY,10583,US,40.98908,-73.80884499999999,0,0,0,1,0,0
5000,515 Stewart Ave,Bethpage,NY,11714,US,40.743001,-73.482179,0,1,0,1,1,0
5002,501 W 167th St,New York,NY,10032,US,40.839419,-73.93744000000001,0,0,0,0,1,0
5008,300 E. Main St,East Islip,NY,11730,US,40.734156,-73.17657,0,0,0,1,1,1
5011,152 Clinton Ave,Cortland,NY,13045,US,42.606891,-76.167926,1,1,0,1,1,0
5018,2605 Francis Lewis Blvd,Bayside,NY,11361,US,40.772971999999996,-73.794905,0,0,0,1,1,0
5022,15943 Sate Route 22,Stephentown,NY,12168,US,42.546929,-73.368436,0,0,0,0,0,0
5026,3059 Webster Ave,Bronx,NY,10467,US,40.870315999999995,-73.878817,0,1,0,1,1,0
5027,20 Broadway,Massapequa,NY,11758,US,40.677619,-73.470007,1,1,0,1,0,0
5028,2419 Coney Island Ave,Brooklyn,NY,11223,US,40.597873,-73.960959,0,1,0,0,1,0
5031,6627 Bay Pkwy,Brooklyn,NY,11204,US,40.612835,-73.982174,0,1,0,1,1,0
5037,2470 State Highway 30,Mayfield,NY,12117,US,43.11081,-74.26731,0,0,0,0,0,0
5045,2501 Corning Rd,Elmira Heights,NY,14903,US,42.150804,-76.834626,0,0,1,0,0,0
5055,838 New York Avenue,Huntington,NY,11743,US,40.859499,-73.417868,0,0,0,1,1,0
5056,1930 Ralph Ave,Brooklyn,NY,11234,US,40.630492,-73.919092,0,1,0,1,1,0
5057,7910 Springfield Blvd,Oakland Gardens,NY,11364,US,40.736131,-73.747161,0,0,0,1,1,0
5059,137 Wildey St,Tarrytown,NY,10591,US,41.079909,-73.863745,0,1,0,1,0,0
5060,6366 108th St,Forest Hills,NY,11375,US,40.734256,-73.847691,0,1,0,1,1,0
5066,1297 Route 332,Farmington,NY,14425,US,42.973095,-77.353651,0,0,0,1,0,0
5067,1041 Hicksville Rd,Seaford,NY,11783,US,40.699471,-73.48165999999999,0,0,0,1,0,0
5077,425 Central Park Ave,White Plains,NY,10606,US,41.031304,-73.78730999999999,0,0,0,0,0,0
5078,85 North Ave,New Rochelle,NY,10801,US,40.905875,-73.776954,0,1,0,1,1,1
5093,4005 Vestal Pkwy,Vestal,NY,13850,US,42.096246,-75.97711899999999,1,0,1,1,1,0
5100,311 S. Franklin St,Watkins Glen,NY,14891,US,42.373362,-76.869935,1,0,0,1,0,0
5105,1200 Brooks Ave,Rochester,NY,14624,US,43.12784,-77.66418,1,1,1,1,1,0
5110,1365 New Scotland Rd,Slingerlands,NY,12159,US,42.638783000000004,-73.857463,0,0,0,0,0,0
5111,135 W. Campbell Rd,Rotterdam,NY,12306,US,42.812597,-73.98218,0,0,0,1,1,0
5112,1781 Richmond Rd,Staten Island,NY,10306,US,40.586975,-74.104355,0,0,0,1,1,1
5114,980 E. 233rd St,Bronx,NY,10466,US,40.890493,-73.84908100000001,0,0,0,0,1,0
5117,3276 Jerome Ave,Bronx,NY,10468,US,40.878347999999995,-73.885991,0,0,0,0,1,0
5121,3068 E. Henrietta Rd,Henrietta,NY,14467,US,43.059652,-77.611542,0,1,0,0,1,0
5122,1880 3rd Ave,New York,NY,10029,US,40.790185,-73.94591700000001,0,0,0,1,1,0
5125,3497 Hempstead Tpke,Levittown,NY,11756,US,40.725851,-73.506711,0,0,1,1,1,0
5143,10227 Roosevelt Ave,Corona,NY,11368,US,40.749990999999994,-73.862858,0,1,0,0,1,0
5152,1730 Cross Bronx Expressway,Bronx,NY,10472,US,40.835668,-73.870007,0,1,0,0,1,0
5153,4147 Throggs Neck Expy,Bronx,NY,10465,US,40.819966,-73.809993,0,0,0,1,1,0
5155,34 Hempstead Tpke,Farmingdale,NY,11735,US,40.729863,-73.46163299999999,1,1,1,1,0,0
5159,1053 Little Britain Rd,New Windsor,NY,12553,US,41.485397999999996,-74.09480400000001,0,0,0,0,1,0
5160,2350 Jerome Ave,Bronx,NY,10458,US,40.860172,-73.902564,0,1,0,0,1,0
5161,680 St. Nicholas Ave,New York,NY,10030,US,40.823819,-73.944694,0,0,0,0,0,0
5172,2580 Route 302,Middletown,NY,10941,US,41.4941,-74.40363,0,0,1,0,1,0
5173,5697 State Highway 12,Norwich,NY,13815,US,42.516856,-75.522581,1,0,0,0,1,0
5187,2560 Youngstown Lockport Rd,Ransomville,NY,14131,US,43.238053,-78.908925,0,0,0,0,1,0
5202,20823 NYS Route 3,Watertown,NY,13601,US,43.97637,-75.95851,1,1,1,0,1,0
5204,306 Nassau Rd,Roosevelt,NY,11575,US,40.680448,-73.590389,0,0,0,0,0,0
5208,678 Central Park Ave,Yonkers,NY,10710,US,40.92419,-73.858459,0,0,0,1,1,0
5211,3649 Erie Blvd E.,Dewitt,NY,13214,US,43.04085,-76.06617,0,0,0,0,1,0
5222,5073 Camp Rd,Hamburg,NY,14075,US,42.749602,-78.853702,1,0,0,1,1,0
5231,407 Ave P,Brooklyn,NY,11223,US,40.609056,-73.972424,0,1,0,0,1,0
5232,100 Maiden Ln,New York,NY,10038,US,40.706854,-74.007154,0,0,0,1,1,0
5234,3309 Sunrise Hwy,Islip Terrace,NY,11752,US,40.747652,-73.172372,0,0,0,1,0,0
5235,1105 Horseblock Rd,Farmingville,NY,11738,US,40.829485,-73.012823,0,0,0,1,1,1
5237,606 10th Avenue,New York,NY,10036,US,40.760748,-73.994534,0,1,0,1,0,0
5238,31 Franklin Ave,Hewlett,NY,11557,US,40.637245,-73.703882,0,0,0,1,0,0
5240,666 5th Ave,New York,NY,10103,US,40.760791,-73.976189,0,0,0,0,0,0
5245,1972 3rd Ave,New York,NY,10029,US,40.793215000000004,-73.943662,0,0,0,1,1,0
5251,432 Beach 129th St,Belle Harbor,NY,11694,US,40.578876,-73.84947700000001,0,0,0,0,1,0
5254,1720 Atlantic Ave,Brooklyn,NY,11213,US,40.677144,-73.933762,0,0,0,0,1,0
5255,2965 Veterans Rd W,Staten Island,NY,10309,US,40.527786,-74.234059,0,0,1,1,0,0
5259,34 Utica St,Hamilton,NY,13346,US,42.827696,-75.546122,0,0,0,0,0,0
5260,9221 River Rd,Marcy,NY,13403,US,43.138699,-75.27634499999999,0,0,0,0,0,0
5264,849 Second Ave,Lansingburg,NY,12182,US,42.785092,-73.673028,0,0,0,1,1,0
5268,3421 E. Tremont Ave,Bronx,NY,10465,US,40.832947,-73.828016,0,0,0,1,1,0
5276,1791 Westchester Ave,Bronx,NY,10472,US,40.831871,-73.866877,0,1,0,0,1,0
5278,973 8th Ave,New York,NY,10019,US,40.766909000000005,-73.98285,0,1,0,1,1,0
5286,209 W. 231st St,Bronx,NY,10463,US,40.879321999999995,-73.905322,0,1,1,1,1,0
5287,1526 Newbridge Rd,Bellmore,NY,11710,US,40.683783,-73.540633,0,1,0,1,1,1
5288,245-01 Francis Lewis Blvd,Rosedale,NY,11422,US,40.664888,-73.734909,0,0,0,0,1,0
5293,135-04 Jamaica Ave,Richmond Hill,NY,11428,US,40.702329999999996,-73.817546,0,0,0,0,0,0
5294,2400 Westchester Ave,Bronx,NY,10461,US,40.836825,-73.846406,0,1,0,1,1,0
5295,2515 Boston Road,Bronx,NY,10467,US,40.863671999999994,-73.865075,0,1,0,1,1,0
5297,1090 Morris Park,Bronx,NY,10462,US,40.849228000000004,-73.853475,0,1,0,1,1,0
5303,1080 McDonald Ave,Brooklyn,NY,11230,US,40.626647999999996,-73.976597,0,1,0,0,1,0
5322,730 Columbus Ave,New York,NY,10025,US,40.792396000000004,-73.96808,0,1,0,1,1,0
5335,2 Washington Ave,Pleasantville,NY,10570,US,41.13537,-73.792012,0,0,0,0,0,0
