,address,city,state,zip,country,lat,lng,Is_Walmart,Is_Walgreens,Is_Target,Is_CVS,Is_Rite,Is_SuperStopnShop
5344,48 West Church St,Adams,NY,13605,US,43.810138,-76.031201,0,0,0,0,0,0
5346,668 3rd Ave,Brooklyn,NY,11232,US,40.664557,-73.997753,0,0,0,0,1,0
5359,1873 2nd Ave,New York,NY,10029,US,40.784679,-73.94696,0,0,0,1,1,0
5365,516 Walt Whitman Rd,Melville,NY,11747,US,40.811565,-73.409283,0,0,0,0,0,0
5368,712 E. 233rd St,Bronx,NY,10466,US,40.893113,-73.856975,0,0,0,0,1,0
5374,2930 N Main Street Ext,Jamestown,NY,14701,US,42.125246000000004,-79.23992700000001,0,1,0,1,1,0
5381,350 W Morris St,Bath,NY,14810,US,42.339560999999996,-77.334074,0,1,0,0,1,0
5397,2514 Broadway,Astoria,NY,11106,US,40.763088,-73.92798499999999,0,1,0,0,1,0
5398,1133 Mohawk St,Utica,NY,13501,US,43.090325,-75.221864,0,0,0,0,1,0
5410,688 Freedom Plains Rd,Poughkeepsie,NY,12603,US,41.670091,-73.841099,0,1,0,1,1,1
5413,816-818 Dutchess Tpke,Poughkeepsie,NY,12603,US,41.702098,-73.871235,0,1,0,1,1,1
5420,3402 Union St,Flushing,NY,11354,US,40.766791999999995,-73.827575,0,0,0,0,1,0
5421,687 Amsterdam Ave,New York,NY,10025,US,40.792334000000004,-73.971434,0,1,0,1,1,0
5422,2661 Broadway,New York,NY,10025,US,40.798103999999995,-73.96956,0,1,0,1,1,0
5424,141 Washington Ave Ext,Albany,NY,12205,US,42.69474,-73.84767,1,1,1,1,1,0
5453,1 Homewood Ave,Newburgh,NY,12550,US,41.519233,-74.107887,1,1,1,0,1,1
5455,9637 Queens Blvd,Rego Park,NY,11374,US,40.730102,-73.861386,0,0,0,1,1,0
5456,6166 Jericho Tpke,Commack,NY,11725,US,40.84203,-73.301651,1,1,1,1,1,0
5467,1300 Hylan Blvd,Staten Island,NY,10305,US,40.59689,-74.085234,0,1,0,1,1,0
5472,43 New Scotland Ave,Albany,NY,12208,US,42.653245,-73.773999,0,1,0,1,1,0
5479,4882 State Highway 30,Amsterdam,NY,12010,US,42.968626,-74.186589,1,1,1,0,1,0
5480,1041 Route 22,Brewster,NY,10509,US,41.396021000000005,-73.596528,0,0,0,0,1,0
5486,500 Terminal Drive,Jamaica,NY,11430,US,40.648044,-73.780085,0,0,0,0,0,0
5487,JFK Int'l Terminal 5 7NC,Jamaica,NY,11430,US,40.647542,-73.778964,0,0,0,0,0,0
5488,500 Terminal Dr,Jamaica,NY,11430,US,40.643390999999994,-73.779359,0,0,0,0,0,0
5489,JFK Int'l Terminal 5 FC,Jamaica,NY,11430,US,40.643392,-73.77936,0,0,0,0,0,0
5490,JFK Int'l Terminal 5  51LL,Jamaica,NY,11430,US,40.647039,-73.778634,0,0,0,0,0,0
5491,JFK Int'l Terminal 5  2T,Jamaica,NY,11430,US,40.646637,-73.778634,0,0,0,0,0,0
5493,5165 Main St,Williamsville,NY,14221,US,42.960069,-78.75963399999999,1,1,1,0,1,0
5494,23436 Merrick Blvd,Rosedale,NY,11422,US,40.673846999999995,-73.735331,0,0,0,0,1,0
5502,2103 Frederick Douglass Blvd.,New York,NY,10026,US,40.802896999999994,-73.956666,0,0,0,1,1,0
5515,333 Jericho Tpke,Syosset,NY,11791,US,40.81062,-73.50373499999999,0,0,0,1,1,0
5522,32 Peruville Rd,Lansing,NY,14882,US,42.538977,-76.491988,0,0,0,0,0,0
5558,3378 Main St,Mexico,NY,13114,US,43.460390999999994,-76.238763,0,0,0,0,0,0
5568,80A Horseblock Rd,West Yaphank,NY,11980,US,40.809713,-72.948976,0,0,0,0,0,0
5569,781 State Rt 7,Sanitaria Springs,NY,13833,US,42.161840000000005,-75.77045,0,0,0,0,0,0
5570,2 West St,Walton,NY,13856,US,42.170142,-75.13721600000001,0,0,0,1,0,0
5571,42598 State Hwy 28,Margaretville,NY,12455,US,42.14593,-74.63316999999999,0,0,0,1,0,0
5575,156 Manetto Hill Rd,Plainview,NY,11803,US,40.783194,-73.47349799999999,0,0,0,1,1,0
5577,234 Thompson St,New York,NY,10012,US,40.729504,-73.998434,0,0,0,1,1,0
5578,1863 Route 6,Carmel,NY,10512,US,41.414859,-73.670681,0,0,0,0,1,0
5587,64 Fulton St,New York,NY,10038,US,40.708727,-74.005239,0,0,0,1,1,0
5588,125 Lafayette St,New York,NY,10013,US,40.718765000000005,-74.00000899999999,0,0,0,0,1,0
5611,433 Riverdale Ave,Yonkers,NY,10705,US,40.917559000000004,-73.901848,0,0,0,0,1,0
5612,173 Windsor Hwy,New Windsor,NY,12553,US,41.477562,-74.042079,0,0,0,0,1,0
5613,140 E. 34th St,New York,NY,10016,US,40.746097999999996,-73.97934000000001,0,1,0,1,1,0
5634,415 Route 9W,Glenmont,NY,12077,US,42.601778,-73.792539,1,0,0,1,0,0
5639,355 E. 86th St,New York,NY,10028,US,40.777112,-73.949943,0,1,0,1,0,0
5640,520 East 14th St,New York,NY,10009,US,40.729796,-73.97936899999999,0,1,0,0,1,0
5641,24501 Jamaica Ave.,Bellerose,NY,11426,US,40.724964,-73.72284,0,0,0,1,0,0
5694,2014 Route 5 and 20,Seneca Falls,NY,13148,US,42.902941999999996,-76.833611,0,0,0,0,0,0
5723,1443 York Ave,New York,NY,10075,US,40.769978,-73.95174,0,0,0,0,1,0
5728,3151 Lawson Blvd,Oceanside,NY,11572,US,40.63426,-73.653751,0,1,0,1,1,0
5729,4261 Austin Blvd,Island Park,NY,11558,US,40.60543,-73.649378,0,0,0,0,0,0
5786,356 McGuinness Blvd,Brooklyn,NY,11222,US,40.73478,-73.95223299999999,0,0,0,0,1,0
5787,4926 Avenue K,Brooklyn,NY,11234,US,40.625671000000004,-73.92782,0,1,0,1,1,0
5791,380 Columbia Tpke,Clinton Heights,NY,12144,US,42.60982,-73.72576600000001,1,0,1,0,1,0
5792,601 Saratoga St,Cohoes,NY,12047,US,42.754484999999995,-73.70043299999999,0,0,0,1,1,0
5793,365 Fairview Ave,Hudson,NY,12534,US,42.272824,-73.760065,1,1,0,1,1,0
5794,6 Green St,Hudson,NY,12534,US,42.247521,-73.780991,1,1,0,1,1,0
5795,411 Reynolds Rd,Fort Edward,NY,12828,US,43.252022,-73.66759,0,0,0,0,0,0
5796,66-70 Main St,South Glens Falls,NY,12803,US,43.302109,-73.638064,0,0,0,0,1,0
5797,527 Aviation Rd,Queensbury,NY,12804,US,43.330201,-73.681064,1,0,1,1,1,0
5798,758 Erie Blvd W,Syracuse,NY,13204,US,43.048508,-76.170307,0,0,0,0,1,0
5799,400 Erie Blvd E,Syracuse,NY,13202,US,43.050554,-76.147006,0,0,0,0,1,0
5800,6020 S Salina St,Syracuse,NY,13205,US,42.983246,-76.143422,0,0,0,0,1,0
5801,288 N. Main St,Spring Valley,NY,10977,US,41.126265999999994,-74.041088,0,0,1,1,0,0
5821,222 Jefferson Rd,Brighton,NY,14623,US,43.093222,-77.657332,1,0,1,1,1,0
5822,1677 Elmwood Ave,Brighton,NY,14620,US,43.125549,-77.592244,0,1,0,1,0,0
5823,459 Spencerport Rd,Gates,NY,14606,US,43.16953,-77.70196800000001,0,1,0,1,1,0
5829,3000 S Winton Rd,Brighton,NY,14623,US,43.095845000000004,-77.581908,1,0,1,1,1,0
5851,61 Glenwood Ave,Binghamton,NY,13905,US,42.11179,-75.938859,0,0,0,1,0,0
5852,236 Conklin Ave,Binghamton,NY,13903,US,42.095034000000005,-75.894062,0,1,0,1,1,0
5853,1698 Rt 9,Clifton Park,NY,12065,US,42.863068,-73.768748,1,1,1,1,1,0
5854,1723 State Rte 7,Cobleskill,NY,12043,US,42.66833,-74.50344,1,0,0,0,1,0
5855,100 Commerce Drive,Clifton Park,NY,12065,US,42.903864,-73.784152,1,1,1,1,1,0
5856,7409 Pittsford Palmyra Rd,Fairport,NY,14450,US,43.064382,-77.409521,0,1,1,0,1,0
5857,719 Elmgrove Rd,Gates,NY,14606,US,43.164949,-77.732524,0,1,0,1,1,0
5858,4900 W Henrietta Rd,Henrietta,NY,14467,US,43.054117,-77.65438,0,1,0,0,1,0
5859,6157 State Hwy 12,Norwich,NY,13815,US,42.550931,-75.526465,1,0,0,0,1,0
5860,4967 State Hwy 23,Oneonta,NY,13820,US,42.448101,-75.049852,1,1,0,0,1,0
5861,3860 Ridge Rd W,Rochester,NY,14626,US,43.214643,-77.732022,1,0,1,0,1,0
5862,685 Hiawatha Blvd West,Syracuse,NY,13204,US,43.062055,-76.175809,0,0,0,0,1,0
5872,3936 10th Ave (BP),New York,NY,10034,US,40.866281,-73.91826999999999,0,0,0,0,1,0
5874,13430 Atlantic Ave,Jamaica,NY,11419,US,40.696915000000004,-73.814177,0,0,0,0,1,0
5875,1 E. 233rd St,Bronx,NY,10470,US,40.895825,-73.876508,0,0,0,0,0,0
5876,350-370 Grand Concourse,Bronx,NY,10451,US,40.815957,-73.92804100000001,0,0,1,1,0,0
5877,1049 Grand St,Brooklyn,NY,11211,US,40.713817999999996,-73.93350500000001,0,1,0,0,0,0
5878,466 10th Ave,New York,NY,10018,US,40.756217,-73.99770500000001,0,0,0,0,0,0
5879,4353 Broadway,New York,NY,10033,US,40.853595,-73.93442900000001,0,0,0,0,1,0
5920,1320 E. River Rd,Bainbridge,NY,13733,US,42.29084,-75.473793,0,0,0,0,0,0
5930,525 Lenox Ave,New York,NY,10037,US,40.815048,-73.940439,0,0,0,0,0,0
5932,2939 Saunders Settlement Rd,Sanborn,NY,14132,US,43.143336,-78.885311,0,0,0,1,0,0
5975,281 Bruckner Blvd,Bronx,NY,10454,US,40.805335,-73.911146,0,0,0,0,1,0
6039,491 Route 299,Highland,NY,12528,US,41.738125,-74.015751,0,0,0,0,0,0
6040,36 Indian Head Road,Kings Park,NY,11754,US,40.883046,-73.25349200000001,0,0,0,0,1,0
6041,416 Route 28,Kingston,NY,12401,US,41.960611,-74.056924,1,1,1,1,1,0
6042,841 Ulster Ave,Kingston,NY,12401,US,41.958421,-73.990576,1,1,1,1,1,0
6044,274 E Montauk Hwy,Lindenhurst,NY,11757,US,40.683077000000004,-73.355527,0,0,0,1,1,0
6047,501 Route 112,Port Jefferson Station,NY,11776,US,40.926709,-73.04861899999999,0,0,0,1,1,0
6048,399 Route 212,Saugerties,NY,12477,US,42.08296,-73.97592,0,0,0,1,1,0
6052,1138 Montauk Hwy,Water Mill,NY,11976,US,40.919694,-72.342965,0,0,0,0,0,0
6099,810 W. Broadway,Fulton,NY,13069,US,43.319759999999995,-76.436702,1,0,0,0,1,0
6103,19605 Grand Central Pkwy,Fresh Meadows,NY,11423,US,40.725086,-73.771579,0,0,0,0,0,0
6105,83-10 Astoria Blvd,East Elmhurst,NY,11370,US,40.764509999999994,-73.885889,0,0,0,0,1,0
6106,4159 Kissena Blvd,Flushing,NY,11355,US,40.757628000000004,-73.827427,0,1,0,0,0,0
6107,767 South Columbus Ave.,Mount Vernon,NY,10551,US,40.894042,-73.824088,0,0,0,0,0,0
6111,82-09 153rd Ave,Howard Beach,NY,11414,US,40.666546000000004,-73.852018,0,0,0,1,1,0
6112,53345 Route 25,Southold,NY,11971,US,41.063675,-72.429948,0,0,0,0,0,0
6113,535 Amsterdam Ave,New York,NY,10024,US,40.787652,-73.97500600000001,0,0,0,1,0,0
6115,7073 Route 281,Preble,NY,13141,US,42.747664,-76.135235,0,0,0,0,0,0
6116,693 9th Ave,New York,NY,10036,US,40.762017,-73.990144,0,1,0,1,0,0
6117,2801 Knapp St,Brooklyn,NY,11235,US,40.586275,-73.931071,0,1,0,1,1,1
6123,1001 Central Park Ave,Yonkers,NY,10704,US,40.936316,-73.856703,0,1,0,1,0,1
6126,3723 Ditmars Blvd,Astoria,NY,11105,US,40.773567,-73.906751,0,0,0,1,1,0
6129,19 Rector St,New York,NY,10006,US,40.708096000000005,-74.014151,0,0,0,0,0,0
6131,5708 Clarendon Road,Brooklyn,NY,11203,US,40.644560999999996,-73.922536,0,1,0,0,1,0
6137,13415 Cross Bay Blvd,Ozone Park,NY,11417,US,40.674416,-73.842658,0,0,0,1,1,0
6144,8924 Third Ave,Brooklyn,NY,11209,US,40.620819,-74.0323,0,1,0,0,1,0
6146,721 Flatbush Ave,Brooklyn,NY,11226,US,40.655372,-73.959681,0,1,0,1,1,0
6150,20 N Salem Rd,Cross River,NY,10518,US,41.269079,-73.606309,0,0,0,0,0,0
6151,1000 Palisades Center Dr,West Nyack,NY,10994,US,41.099123999999996,-73.951509,0,0,1,0,1,0
6153,1946 Jericho Tpke,East Northport,NY,11731,US,40.837644,-73.33114499999999,0,1,0,1,1,0
6165,35 Vassar Rd,Poughkeepsie,NY,12603,US,41.652639,-73.874868,0,1,0,1,1,1
6166,6346 Route 25A,Wading River,NY,11792,US,40.943833000000005,-72.84711,0,1,0,1,0,0
6167,542 Eastern Pkwy,Brooklyn,NY,11225,US,40.669397,-73.950461,0,0,0,1,1,0
6172,3530 36th St,Long Island City,NY,11106,US,40.7555,-73.92523299999999,0,1,0,0,1,0
6173,2 Cortlandt St,New York,NY,10007,US,40.709934999999994,-74.01016800000001,0,0,0,0,0,0
6175,1610 Bushwick Ave,Brooklyn,NY,11207,US,40.680468,-73.903361,0,0,0,0,1,0
6180,5264 Willow Place,Verona,NY,13478,US,43.11654,-75.59662,0,0,0,0,0,0
6192,737 Albany Shaker Rd (ALB),Albany,NY,12211,US,42.745490000000004,-73.80923,0,0,0,0,1,0
6199,690 Pittsford Victor Rd,Pittsford,NY,14534,US,43.060951,-77.475484,0,0,0,0,1,0
6207,12301 Roosevelt Ave,Flushing,NY,11368,US,40.755347,-73.84320699999999,0,1,0,0,1,0
6210,57 North Main Street,Pittsford,NY,14534,US,43.094537,-77.51423299999999,0,0,0,0,1,0
6213,1 E 161st St,Bronx,NY,10451,US,40.82652,-73.92826,0,0,1,1,0,0
6219,4932 Rte 17M,New Hampton,NY,10958,US,41.408658,-74.411139,0,0,0,0,0,0
6235,681 E Main St,Mount Kisco,NY,10549,US,41.189226,-73.731791,0,0,1,1,1,0
6237,33 E Lincoln Ave,Pelham,NY,10803,US,40.916270000000004,-73.81088000000001,0,0,0,1,0,0
6240,101 E 16th St,New York,NY,10003,US,40.736165,-73.98905699999999,0,1,0,1,1,0
6241,3369 Broadway,New York,NY,10031,US,40.821148,-73.95466400000001,0,0,0,0,1,0
6251,32-48 Steinway St,Astoria,NY,11103,US,40.757801,-73.920015,0,0,0,0,1,0
6266,467 Old Country Rd,Westbury,NY,11590,US,40.746612,-73.59660699999999,1,1,1,1,1,0
6276,9403 Corona Ave,Elmhurst,NY,11373,US,40.741989000000004,-73.867063,0,1,1,0,0,1
6297,4201 Webster Ave,Bronx,NY,10470,US,40.896012,-73.863602,0,0,0,0,0,0
6301,88-01 Queens Blvd,Elmhurst,NY,11373,US,40.73537,-73.874865,0,1,1,0,0,1
6308,809 Grand St,Brooklyn,NY,11211,US,40.712103000000006,-73.941125,0,1,0,0,0,0
6310,6000 Shore Pkwy,Brooklyn,NY,11236,US,40.592321000000005,-73.908128,0,1,0,1,1,0
6312,995 Transit Way,Brockport,NY,14420,US,43.19768,-77.93214,1,0,0,0,1,0
6314,6 Ocean Ave,Lynbrook,NY,11563,US,40.667010999999995,-73.660822,0,0,0,0,1,0
6316,101 W 23rd St,New York,NY,10011,US,40.743204,-73.993127,0,0,0,1,1,0
6333,20 County Rd 39,Southampton,NY,11968,US,40.896212,-72.399125,0,0,0,1,1,0
6338,1020 Center St,Horseheads,NY,14845,US,42.156796,-76.82223499999999,1,0,0,0,1,0
6343,135 Albany Street,Cazenovia,NY,13035,US,42.929932,-75.84897099999999,0,0,0,0,1,0
6353,20 Vanderbilt Pkwy,Commack,NY,11725,US,40.815977000000004,-73.292276,1,1,1,1,1,0
6362,2412 Steinway St,Astoria,NY,11103,US,40.762613,-73.915856,0,0,0,0,1,0
6368,1135 Salt Springs Rd,Syracuse,NY,13224,US,43.047771000000004,-76.094823,0,0,0,0,1,0
6369,694 Motor Pkwy,Hauppauge,NY,11788,US,40.807333,-73.23848199999999,0,0,0,0,1,0
6370,33 Montauk Hwy,Blue Point,NY,11715,US,40.752796999999994,-73.04006,0,0,0,0,0,0
6372,1148 Wantagh Ave,Wantagh,NY,11793,US,40.694775,-73.507853,0,0,0,1,1,0
6380,4199 Broadway,New York,NY,10033,US,40.848378000000004,-73.937701,0,0,0,0,1,0
6385,1085 Route 25A,Stony Brook,NY,11790,US,40.920572,-73.129064,0,0,0,0,0,0
6386,316 W 34th St,New York,NY,10001,US,40.7527,-73.99507,0,0,0,1,1,0
6400,155 W Sunrise Hwy,Lindenhurst,NY,11757,US,40.695171,-73.391212,0,0,0,1,1,0
6403,1038 State Route 11,Champlain,NY,12919,US,44.981336999999996,-73.459166,0,0,0,0,1,0
6417,5865 State Route 31,Cicero,NY,13039,US,43.176072999999995,-76.11385899999999,1,1,1,0,1,0
6419,2960 Buffalo Rd,Rochester,NY,14624,US,43.144084,-77.732826,1,1,1,1,1,0
6425,3 Spaulding Ave,Malone,NY,12953,US,44.849662,-74.284951,1,1,0,0,0,0
6426,240 Airport Rd,White Plains,NY,10604,US,41.068576,-73.70424200000001,0,1,0,0,0,0
6427,5017 West Ridge Rd,Spencerport,NY,14559,US,43.218033,-77.790775,0,0,0,0,1,0
6437,6809 Queens Blvd,Woodside,NY,11377,US,40.74069,-73.89602,0,0,0,1,1,0
6440,346 Montauk Hwy,Wainscott,NY,11975,US,40.950762,-72.238056,0,0,0,0,0,0
6447,2024 Grand Island Blvd,Grand Island,NY,14072,US,43.01665,-78.95883,0,1,0,0,1,0
6453,1379 Halsey St,Brooklyn,NY,11237,US,40.69597,-73.905415,0,0,0,0,1,0
6454,322 Livingston St,Brooklyn,NY,11217,US,40.688026,-73.98188499999999,0,1,1,0,0,0
6472,JFK Int'l Airport (JFK),Jamaica,NY,11430,US,40.648021,-73.786276,0,0,0,0,0,0
6479,70 Major Deegan Expy,Bronx,NY,10471,US,40.8952,-73.88157,0,0,0,0,0,0
6480,71 Major Deegan Expressway,Bronx,NY,10471,US,40.89495,-73.88264000000001,0,0,0,0,0,0
6482,4 S Broad St,Carthage,NY,13619,US,43.966445,-75.622766,0,0,0,0,1,0
6484,649 N Salina St,Syracuse,NY,13208,US,43.060481,-76.153164,0,0,0,0,1,0
6485,1600 Hillside Ave,New Hyde Park,NY,11040,US,40.748481,-73.684095,0,1,0,1,1,0
6495,3979 Albany Post Rd,Hyde Park,NY,12538,US,41.762737,-73.930696,0,0,0,1,1,0
6502,2317 Ralph Ave,Brooklyn,NY,11234,US,40.621359999999996,-73.91703000000001,0,1,0,1,1,0
6515,2299 Culver Rd,Rochester,NY,14609,US,43.188355,-77.561212,0,0,0,1,1,0
6522,764 Manor Rd,Staten Island,NY,10314,US,40.60895,-74.121554,0,1,0,1,1,0
6547,17725 Rockaway Blvd,Jamaica,NY,11434,US,40.65705,-73.76856,0,1,0,1,1,0
6566,8471 Seneca Tpke,New Hartford,NY,13413,US,43.081829,-75.321955,1,1,1,0,1,0
6580,8925 Avenue D,Brooklyn,NY,11236,US,40.645457,-73.912784,0,1,0,1,1,0
6581,764 Sunrise Hwy,Baldwin,NY,11510,US,40.655951,-73.60781899999999,0,1,0,1,0,0
6588,2519 Queens Plz No,Long Island City,NY,11101,US,40.750853,-73.939741,0,0,0,0,0,0
6591,1506 Cortelyou Rd,Brooklyn,NY,11226,US,40.64138,-73.96445,0,1,0,1,1,0
6595,269 S Central Ave,Hartsdale,NY,10530,US,41.012256,-73.8067,0,0,0,1,1,0
6597,100 Main St,White Plains,NY,10601,US,41.031631,-73.771061,1,0,1,1,0,1
6598,557 Columbia Tpke,East Greenbush,NY,12061,US,42.6042,-73.71573000000001,0,0,0,1,1,0
6600,400 Velasko Rd,Syracuse,NY,13219,US,43.033394,-76.187502,0,0,1,0,1,0
6606,6438 Basile Rowe,East Syracuse,NY,13057,US,43.061197,-76.060022,1,0,0,0,1,0
6613,566 Middle Neck Rd,Great Neck,NY,11023,US,40.801739000000005,-73.735799,0,0,0,1,0,0
6616,2501 Avenue U,Brooklyn,NY,11229,US,40.60007,-73.9467,0,1,0,1,1,0
6617,625 Atlantic Ave,Brooklyn,NY,11217,US,40.68365,-73.97542,0,1,1,0,0,0
6623,1805 Webster Ave,Bronx,NY,10457,US,40.845856,-73.902075,0,0,0,0,1,0
6626,265 E Main St,Avon,NY,14414,US,42.909809,-77.734261,0,0,0,1,0,0
6627,325 Route 146,Halfmoon,NY,12065,US,42.866993,-73.73184599999999,1,1,1,1,1,0
6634,4912 Fort Hamilton Pkwy,Brooklyn,NY,11219,US,40.63848,-73.99768,0,0,0,1,1,0
6641,296 McLean Ave,Yonkers,NY,10705,US,40.910478000000005,-73.889385,0,0,0,0,1,0
6644,2109 Broadhollow Rd,Farmingdale,NY,11735,US,40.750178999999996,-73.421922,1,1,1,1,0,0
6646,2380 Route 52,Pine Bush,NY,12566,US,41.604169,-74.29434,0,0,0,0,1,0
6650,411 E 70th St,New York,NY,10021,US,40.76614,-73.95608,0,1,0,1,0,0
6663,8285 Jericho Tpke,Woodbury,NY,11797,US,40.816506,-73.465813,0,0,0,0,0,1
6671,406 6th Ave,New York,NY,10011,US,40.733726000000004,-73.999289,0,0,0,1,1,0
6672,8035 State Route 12,Barneveld,NY,13304,US,43.247733000000004,-75.18418199999999,0,0,0,0,1,0
6673,705 Old Country Rd,Westbury,NY,11590,US,40.751142,-73.57116500000001,1,1,1,1,1,0
6675,120 Baldwin St,Johnson City,NY,13790,US,42.112217,-75.95783399999999,0,1,0,1,0,0
6677,1248 Lexington Ave,New York,NY,10028,US,40.77856,-73.95636999999999,0,1,0,1,0,0
6680,601 E Fordham Rd,Bronx,NY,10458,US,40.858481,-73.88508399999999,0,1,0,0,1,0
6691,149 Canal St,New York,NY,10002,US,40.716408,-73.995593,0,0,0,1,1,0
6705,1510 86th St,Brooklyn,NY,11228,US,40.611139,-74.009325,0,1,0,0,1,0
6714,460 County Road 111,Manorville,NY,11949,US,40.870455,-72.798601,0,0,0,0,0,0
6715,306 7th Ave,Brooklyn,NY,11215,US,40.66792,-73.98092,0,0,0,1,1,0
6734,4902 Vernon Blvd.,Long Island City,NY,11101,US,40.7434,-73.95402,0,0,0,0,0,0
6737,2 Clifton Country Rd,Clifton Park,NY,12065,US,42.861016,-73.78043000000001,1,1,1,1,1,0
6739,665 Middle Country Rd,Saint James,NY,11780,US,40.860601,-73.154206,0,0,0,0,0,0
6745,935 State Route 37,Akwesasne,NY,13655,US,44.966698,-74.638788,0,0,0,0,0,0
6754,10712 71st Ave,Forest Hills,NY,11375,US,40.720859000000004,-73.84456999999999,0,1,0,1,1,0
6788,2 Penn Plz,New York,NY,10121,US,40.74991,-73.99212,0,0,0,0,0,0
6789,2 Penn Plz,New York,NY,10121,US,40.749911,-73.992121,0,0,0,0,0,0
6790,2 Penn Plz,New York,NY,10121,US,40.749912,-73.992122,0,0,0,0,0,0
6802,2265 South Rd,Poughkeepsie,NY,12601,US,41.644172,-73.922287,0,1,1,1,1,1
6805,52 Vanderbilt Ave,New York,NY,10017,US,40.754408000000005,-73.977327,0,0,0,1,1,0
6810,300 Wayto Rd,Schenectady,NY,12303,US,42.759954,-73.94166899999999,1,0,0,1,1,0
6820,4371 Buffalo Rd,North Chili,NY,14514,US,43.119808,-77.80546899999999,0,1,0,0,1,0
6830,1834 College Point Blvd,College Point,NY,11356,US,40.78226,-73.84607,0,1,1,1,1,0
6847,6820 Rockaway Beach Blvd,Arverne,NY,11692,US,40.58982,-73.79848,0,0,0,0,0,0
6852,1075 7th North St,Liverpool,NY,13088,US,43.100713,-76.18558399999999,0,0,0,0,1,0
6853,4803 W Taft Rd,Liverpool,NY,13088,US,43.119009999999996,-76.185004,0,0,0,0,1,0
6856,47 E Gun Hill Rd,Bronx,NY,10467,US,40.882156,-73.88022,0,1,0,1,1,0
6860,160 State St,Auburn,NY,13021,US,42.937117,-76.571172,1,1,0,0,1,0
6865,1165 State Route 374,Dannemora,NY,12929,US,44.72183,-73.72385,0,0,0,0,0,0
6876,2053 W Genesee Tpke,Camillus,NY,13031,US,43.034706,-76.364754,1,1,0,0,1,0
6877,361 Route 202,Pomona,NY,10970,US,41.186652,-74.036171,0,0,0,0,0,1
6880,1414 Dryden Rd,Freeville,NY,13068,US,42.470982,-76.40270699999999,0,0,0,0,0,0
6884,139 Centre St,New York,NY,10013,US,40.717459999999996,-74.00036999999999,0,0,0,0,1,0
6885,162 Tompkins St,Cortland,NY,13045,US,42.590972,-76.191273,1,1,0,1,1,0
6909,8111 Broadway,Elmhurst,NY,11373,US,40.74301,-73.88253,0,1,1,0,0,1
6910,2920 US Route 11,Whitney Point,NY,13862,US,42.335149,-75.972112,0,0,0,0,1,0
6912,10207 N Riva Ridge Loop,Fort Drum,NY,13602,US,44.04489,-75.75786,0,0,0,0,0,0
6913,477 Hamilton St,Geneva,NY,14456,US,42.856862,-77.003877,1,1,0,0,1,0
6914,170 Eastern Blvd,Canandaigua,NY,14424,US,42.878602,-77.262041,1,1,0,0,1,0
6928,1369 Broadway,New York,NY,10018,US,40.752311999999996,-73.987561,0,0,0,0,0,0
6939,3291 Amboy Rd,Staten Island,NY,10306,US,40.560942,-74.135257,0,0,0,1,1,1
6941,387 Jay St,Brooklyn,NY,11201,US,40.6923,-73.9872,0,0,0,1,1,0
6945,484 9th Ave,New York,NY,10018,US,40.75533,-73.99478,0,0,0,0,0,0
6947,31 S West St,Homer,NY,13077,US,42.634214,-76.191305,0,0,0,0,0,0
6951,5510 5th Ave,Brooklyn,NY,11220,US,40.64237,-74.01338,0,0,0,0,1,0
6960,873 Flatbush Ave,Brooklyn,NY,11226,US,40.65056,-73.95874,0,1,0,1,1,0
6984,4909 S Park Ave,Hamburg,NY,14075,US,42.762737,-78.824865,1,0,0,1,1,0
6990,111 Central Park North,New York,NY,10026,US,40.79849,-73.9528,0,0,0,1,1,0
6992,1141 Wicker St,Ticonderoga,NY,12883,US,43.857746,-73.43894300000001,1,0,0,0,1,0
6998,262 Alexander Ave,Bronx,NY,10454,US,40.81007,-73.924989,0,0,0,0,1,0
7001,JFK Int'l Airport,Jamaica,NY,11430,US,40.643146,-73.782167,0,0,0,0,0,0
7002,JFK Int'l Airport,Jamaica,NY,11430,US,40.642631,-73.782871,0,0,0,0,0,0
7005,260 E 161st St,Bronx,NY,10451,US,40.825623,-73.91883100000001,0,0,1,1,0,0
7013,381 Route 25A,Mount Sinai,NY,11766,US,40.934709999999995,-73.02292,0,0,0,0,1,0
7026,218 State Highway 30S,Amsterdam,NY,12010,US,42.927061,-74.200122,1,1,1,0,1,0
7028,1 Archie Bordeau Rd,Plattsburgh,NY,12901,US,44.651744,-73.483721,1,1,1,0,1,0
7030,50 Pine St,New York,NY,10005,US,40.70684,-74.00879,0,0,0,0,0,0
7051,13640 39th Ave,Flushing,NY,11354,US,40.76112,-73.82746,0,0,0,0,1,0
7053,4405 Kissena Blvd,Flushing,NY,11355,US,40.754,-73.82238000000001,0,1,0,0,0,0
7061,2168 86th St,Brooklyn,NY,11214,US,40.60224,-73.94438000000001,0,0,0,1,1,0
7067,1571 York Ave,New York,NY,10028,US,40.774196999999994,-73.948492,0,1,0,1,0,0
7072,67 Cooper Sq,New York,NY,10003,US,40.729076,-73.990143,0,1,0,1,1,0
7079,1351 Central Ave,Albany,NY,12205,US,42.703996999999994,-73.81630799999999,1,1,1,1,1,0
7085,325 Wyckoff Ave,Ridgewood,NY,11385,US,40.699917,-73.91161899999999,0,0,0,1,1,0
7086,107-11/15 Rockaway Blvd,Ozone Park,NY,11417,US,40.67886,-73.83218000000001,0,0,0,1,1,0
