,Latitude,Longitude,CensusTract,State,Zipcode,County,Borough,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Is_Dunkin,Is_Walmart,Is_Walgreens,Is_Target,Is_CVS,Is_Rite,Is_SuperStopnShop
3027,40.4958291457,-74.2293467337,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
3028,40.4958291457,-74.2261809045,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
3029,40.4980904523,-74.2546733668,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
3030,40.4980904523,-74.25150753770001,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
3031,40.4980904523,-74.2483417085,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
3032,40.4980904523,-74.2451758794,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
3033,40.4980904523,-74.2420100503,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
3034,40.4980904523,-74.2388442211,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
3035,40.4980904523,-74.235678392,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
3036,40.4980904523,-74.2325125628,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
3037,40.4980904523,-74.2293467337,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
3038,40.4980904523,-74.2261809045,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
3039,40.4980904523,-74.2230150754,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
3040,40.5003517588,-74.257839196,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
3041,40.5003517588,-74.2546733668,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
3042,40.5003517588,-74.25150753770001,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
3043,40.5003517588,-74.2483417085,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
3044,40.5003517588,-74.2451758794,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
3045,40.5003517588,-74.2420100503,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
3046,40.5003517588,-74.2388442211,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
3047,40.5003517588,-74.235678392,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
3048,40.5003517588,-74.2325125628,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
3049,40.5003517588,-74.2293467337,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
3050,40.5003517588,-74.2261809045,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
3051,40.5003517588,-74.2230150754,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
3052,40.502613065300004,-74.25150753770001,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
3053,40.502613065300004,-74.2483417085,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
3054,40.502613065300004,-74.2451758794,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
3055,40.502613065300004,-74.2420100503,36085024402,NY,10307,Richmond,Staten Island,4241,2023,2218,3.7,84.5,0.6,0.0,11.2,3078,75167.0,13577.0,36201.0,4488.0,6.5,11.5,44.4,9.7,28.5,10.9,6.5,70.6,6.5,17.2,1.1,0.6,4.0,44.3,2046,75.2,21.2,3.6,0.0,8.3,0,0,0,0,0,0,0
